RegistrationNumber,AircraftCategory,Make,Model,AmateurBuilt,NumberofEngines,EngineType,takeoff_max_weight,AirportCode
 N9038D , Airplane , Cessna , 150M , No ,1, Reciprocating ,1600,PPXIG1171
 N6183M , Airplane , Cessna , 172S , No ,1, Reciprocating ,5500,PPXIG1172
 N316R , Airplane , Beech , B95A , No ,2, Reciprocating ,3600,PPXIG1173
 N77ET , Airplane , Cessna , 150M , No ,1, Reciprocating ,2398,PPXIG1174
 N8717V , Airplane , Piper , PA-12 , No ,1, Reciprocating ,15000,PPXIG1175
 N110U , Airplane , Piper , PA-28-180 , No ,1, Reciprocating ,154323,PPXIG1176
 N441MG , Airplane , Bell , 206L , No ,1, Turbo Shaft ,4960,PPXIG1177
 N2167L , Airplane , Boeing , 767-232 , No ,2, Turbo Fan ,1873,PPXIG1178
 N802RA , Airplane , Piper , PA-28-180 , No ,1, Reciprocating ,1668,PPXIG1179
 N229ME , Airplane , Arganbright , Vans RV-4 , Yes ,1, Reciprocating ,3399,PPXIG1180
 N35389 , Airplane , Cessna , 172L , No ,1, Reciprocating ,2550,PPXIG1181
 N23342 , Airplane , Britten-Norman , BN-2A-27 , No ,2, Reciprocating ,8750,PPXIG1182
 N5226R , Airplane , Cessna , C-150J , No ,1, Reciprocating ,3139,PPXIG1183
 N27TV , Airplane , Cessna , 208B , No ,1, Turbo Prop ,2649,PPXIG1184
 N49KG , Airplane , Cessna , 172H , No ,1, Reciprocating ,4750,PPXIG1185
 N7673N , Airplane , Grumman , G-164A , No ,1, Reciprocating ,4199,PPXIG1186
 N9591C , Airplane , Bell , 222U , No ,2, Turbo Shaft ,2400,PPXIG1187
 N1936P , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,10099,PPXIG1188
 N6505L , Airplane , Bellanca , BL-17-30A , No ,1, Reciprocating ,2949,PPXIG1189
 N4585F , Airplane , Cessna ,152, No ,1, Reciprocating ,2500,PPXIG1190
 N2116P , Airplane , Piper , PA-18-180 , No ,1, Reciprocating ,169755,PPXIG1191
 N97AZ , Airplane , Cessna , 182Q , No ,1, Reciprocating ,3780,PPXIG1192
 N6191R , Airplane , Cessna , T210L , No ,1, Reciprocating ,1873,PPXIG1193
 N810SA , Airplane , American Eurocopter , AS-350-B3 , No ,1, Turbo Shaft ,3968,PPXIG1194
 N5006F , Airplane ," Smith, Ted Aerostar ", 601P , No ,2, Reciprocating ,2899,PPXIG1195
 N9147H , Airplane , Aeronca , 7BCM , No ,1, Reciprocating ,2899,PPXIG1196
 N305FD , Airplane , Cessna ,152, No ,1, Reciprocating ,1371,PPXIG1197
 N88089 , Airplane , McDonnell Douglas , MD-82 , No ,2, Turbo Fan ,3650,PPXIG1198
 N65612 , Airplane , Firefly , Galaxy 9 , No ,0,  ,2149,PPXIG1199
 N2874H , Airplane , Bell , 206B3 , No ,1, Turbo Shaft ,4570,PPXIG1200
 N1013N , Airplane , Bushmaster Aircraft ,2000, No ,3, Reciprocating ,1750,PPXIG1201
 N5339 , Airplane , Cessna , 182P , No ,1, Reciprocating ,4400,PPXIG1202
 N60713 , Airplane , Johnson , Titan Tornado I , Yes ,1, Reciprocating ,3000,PPXIG1203
 N73909 , Airplane , Cessna ,177, No ,1, Reciprocating ,10471,PPXIG1204
 N9578C , Airplane , Garlick , UH-1H , No ,  ,  ,3968,PPXIG1205
 N699DS , Airplane , Ernst , Pitts S2E , Yes ,1, Reciprocating ,3600,PPXIG1206
 N3902W , Airplane , Schweizer , 269C-1 , No ,1, Reciprocating ,1668,PPXIG1207
 N2555C , Airplane , Piper , PA-12 , No ,1, Reciprocating ,195000,PPXIG1208
 N99HW , Airplane , de Havilland , DHC-22A , No ,1, Reciprocating ,2649,PPXIG1209
 N27135 , Airplane , Bell , 206B , No ,1, Turbo Shaft ,1369,PPXIG1210
 N731MP , Airplane , Piper , PA-28-181 , No ,  ,  ,3600,PPXIG1211
 N54134 , Airplane , Consolidated Aeronautics Inc. , Lake LA-4-200 , No ,1, Reciprocating ,4100,PPXIG1212
 N356ES , Airplane , de Havilland , DHC-2 , No ,1, Reciprocating ,6000,PPXIG1213
 N9827Y , Airplane , Piper , PA-28 , No ,1, Reciprocating ,3600,PPXIG1214
 N82451 , Airplane , Carter-Jones , Volmer Sportsman , Yes ,1, Reciprocating ,3968,PPXIG1215
 N1435L , Airplane , Cessna , 421C , No ,2, Reciprocating ,3994,PPXIG1216
 N7690E , Airplane , Piper , PA-28-181 , No ,  ,  ,2500,PPXIG1217
 N3234Q , Airplane , Cessna , 208B , No ,1, Turbo Prop ,3399,PPXIG1218
 N28BZ , Airplane , Cessna , R182 , No ,1, Reciprocating ,6999,PPXIG1219
 N410JP , Airplane , Britten-Norman , BN-2A , No ,2, Reciprocating ,134997,PPXIG1220
 N1161 , Airplane , Boeing , A75N (PT17) , No ,1, Reciprocating ,15000,PPXIG1221
 N7393C , Airplane , Cessna , 210B , No ,1, Reciprocating ,2649,PPXIG1222
 N232E , Airplane , Cessna ,172, No ,1, Reciprocating ,49603,PPXIG1223
 N52846 , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,3300,PPXIG1224
 N5439N , Airplane , Pinkham , Challenger II , Yes ,1, Reciprocating ,2314,PPXIG1225
 N785H , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,1798,PPXIG1226
 N70144 , Airplane , Piper , PA-32R-301 , No ,1, Reciprocating ,4629,PPXIG1227
 N69404 , Airplane , Kenny , Mariner-MF Boat , Yes ,1, Reciprocating ,1620,PPXIG1228
 N6567 , Airplane , Smith , Aerostar 601P , No ,2, Reciprocating ,4570,PPXIG1229
 N8214J , Airplane , Piper , PA-28-181 , No ,1, Reciprocating ,4199,PPXIG1230
 N93AZ , Airplane , IAR SA Brasov ,823, Yes ,1, Reciprocating ,3800,PPXIG1231
 N3097R , Airplane , Cessna , U206G , No ,1, Reciprocating ,2398,PPXIG1232
 NX26WF , Airplane , de Havilland , DHC-2 , No ,1, Reciprocating ,947,PPXIG1233
 N717CS , Airplane , Boeing , MD-11 , No ,3, Turbo Fan ,2649,PPXIG1234
 N2101M , Airplane , Piper , J3C-65 , No ,1, Reciprocating ,3968,PPXIG1235
 N3915V , Airplane , Robinson , R-44 ,  ,  ,  ,3500,PPXIG1236
 N6698P , Airplane , Cessna , 182R , No ,  ,  ,3968,PPXIG1237
 C-GKGE , Airplane , Ryan , ST3KR , No ,1, Reciprocating ,3968,PPXIG1238
 N332CC , Airplane , Cirrus , SR-22 , No ,1, Reciprocating ,3968,PPXIG1239
 N63BB , Airplane , Navion , Navion G , No ,1, Reciprocating ,8699,PPXIG1240
 N21VT , Airplane , Cessna , 172D , No ,1, Reciprocating ,3201,PPXIG1241
 N18ZF , Airplane , Robinson , R-44 , No ,  ,  ,2550,PPXIG1242
 N21650 , Airplane , Lake , LA-4-200 ,  ,  ,  ,13300,PPXIG1243
 N77DK , Airplane , Cessna ,401, No ,2, Reciprocating ,2899,PPXIG1244
 N2065T , Airplane , Aero Commander , S2R , No ,1, Turbo Prop ,1668,PPXIG1245
 N8502F , Airplane , Abbott , RAF 2000 , Yes ,1, Reciprocating ,10471,PPXIG1246
 N6867P , Airplane , Piper , PA-28-180 , No ,1, Reciprocating ,1600,PPXIG1247
 N4516V , Airplane , Lemuel May , Leza-Lockwood Aircam , Yes ,2, Reciprocating ,4960,PPXIG1248
 N401CK , Airplane , Piper , PA-16 , No ,1, Reciprocating ,1294,PPXIG1249
 N200BE , Airplane , Wolf , Glassair IIS , Yes ,1, Reciprocating ,3399,PPXIG1250
 N85970 , Airplane , Cessna , 172M , No ,1, Reciprocating ,5299,PPXIG1251
 N963CB , Airplane , Hebb , Avid Magnum ,  ,1, Reciprocating ,3800,PPXIG1252
 N185AV , Airplane , Piper , PA-31-350 , No ,2, Reciprocating ,1750,PPXIG1253
 N4602Y , Airplane , Cessna , 150L , No ,1, Reciprocating ,4750,PPXIG1254
 N8451E , Airplane , Cessna , 172L , No ,1, Reciprocating ,3198,PPXIG1255
 N2062N , Airplane , Robinson , R22 Beta , No ,1, Reciprocating ,5299,PPXIG1256
 N5664R , Airplane , Bell , 214B-1 , No ,1, Turbo Shaft ,5399,PPXIG1257
 N98981 , Airplane , McDonnell Douglas , DC-9-82 , No ,2, Turbo Fan ,1168,PPXIG1258
 N70718 , Airplane , Piper , PA-18 , No ,1, Reciprocating ,5500,PPXIG1259
 N9009J , Airplane , Piper , PA-22-108 , No ,1, Reciprocating ,1668,PPXIG1260
 N1970K , Airplane , Robinson , R22 Beta 2 , No ,1, Reciprocating ,4960,PPXIG1261
 N81471 , Airplane , Cessna , 185F , No ,1, Reciprocating ,5399,PPXIG1262
 N8777U , Airplane , Bell , OH-58C , No ,1, Turbo Shaft ,2248,PPXIG1263
 N105RL , Airplane , Cessna ,336, No ,2, Reciprocating ,3968,PPXIG1264
 N611HA , Airplane , Air Tractor , AT-502B , No ,1, Turbo Prop ,6300,PPXIG1265
 N64CC , Airplane , Cessna , 172RG , No ,1, Reciprocating ,3600,PPXIG1266
 N5153E , Airplane , Piper , PA-32R-301 , No ,1, Reciprocating ,4570,PPXIG1267
 N2579N , Airplane , Robinson , R22 , No ,1, Reciprocating ,10500,PPXIG1268
 N3104S , Airplane , Piper , PA-31-350 , No ,2, Reciprocating ,8750,PPXIG1269
 N843RP , Airplane , Cessna ,140, No ,1, Reciprocating ,2425,PPXIG1270
 N106WR , Airplane , Cessna , P206A , No ,1, Reciprocating ,2500,PPXIG1271
 N3911N , Airplane , Cessna , U206F , No ,1, Reciprocating ,16001,PPXIG1272
 N737SV , Airplane , Boeing , 737-3H4 , No ,2, Turbo Fan ,2299,PPXIG1273
 N53565 , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,5732,PPXIG1274
 N4968X , Airplane , Grumman American , AA-5A , No ,1, Reciprocating ,1984,PPXIG1275
 N48517 , Airplane , Smith , S-51D , Yes ,1, Reciprocating ,4570,PPXIG1276
 N621BP , Airplane , Schroeder , Wichawk , Yes ,1, Reciprocating ,12500,PPXIG1277
 N9474L , Airplane , Aeronca , CHAMPION 7GCBC , No ,1, Reciprocating ,3999,PPXIG1278
 N802MC , Airplane , Claxton , S-12 , No ,1, Reciprocating ,1653,PPXIG1279
 N9151C , Airplane , Piper , PA-18 , No ,1, Reciprocating ,1369,PPXIG1280
 N7094D , Airplane , Beech , A-36 , No ,1, Reciprocating ,9473,PPXIG1281
 N213SD , Airplane , Scott , Rans S-12 , Yes ,1, Reciprocating ,1668,PPXIG1282
 N6162E , Airplane , Cessna , 172B , No ,1, Reciprocating ,11699,PPXIG1283
 N182PB , Airplane , Schleicher , K6-CR , No ,  ,  ,11699,PPXIG1284
 N250KB , Airplane , Cessna , 182T , No ,1, Reciprocating ,2599,PPXIG1285
 N3626T , Airplane , Piper , PA-23-250 , No ,2, Reciprocating ,11023,PPXIG1286
 N41916 , Airplane , Robinson , R44 , No ,  ,  ,3968,PPXIG1287
 G-VFLY , Airplane , WSK PZL Warzawa-Okecie , PZL-104 Wilga 80 , No ,1, Reciprocating ,2550,PPXIG1288
 N8805D , Airplane , Cirrus Design Corp. , SR-22 , No ,1, Reciprocating ,2398,PPXIG1289
 N736QX , Airplane , British Aerospace , BAE 125-1000A , No ,2, Turbo Fan ,5399,PPXIG1290
 N6620F , Airplane , Wood/Thorpe , T-18 , Yes ,1, Reciprocating ,1653,PPXIG1291
 N10424 , Airplane , Bailey , Merlin GT , Yes ,1, Reciprocating ,1124,PPXIG1292
 N369RV , Airplane , Cessna ,152, No ,1, Reciprocating ,6300,PPXIG1293
 N2631D , Airplane , Cessna , 180A , No ,1, Reciprocating ,4960,PPXIG1294
 N711LN , Airplane , Maule , M4-210C , No ,1, Reciprocating ,1369,PPXIG1295
 N8440K , Airplane , Piper , PA-44-180 , No ,2, Reciprocating ,5399,PPXIG1296
 N6127Q , Airplane , Hughes , HU-369-D , No ,1, Turbo Shaft ,3968,PPXIG1297
 N415SW , Airplane , Cirrus Design Corp. , SR-22 , No ,1, Reciprocating ,0,PPXIG1298
 N5677E , Airplane , Williams , Glastar GS-1 , Yes ,1, Reciprocating ,1455,PPXIG1299
 N161RA , Airplane , Cessna , 150F , No ,1, Reciprocating ,13999,PPXIG1300
 N1852N , Airplane , Cessna , 172M , No ,1, Reciprocating ,1697,PPXIG1301
 N9492R , Airplane , Lemoine Marvin J. Jr. , Christian Eagle II , Yes ,1, Reciprocating ,6999,PPXIG1302
 N796DM , Airplane , Lancair ,360, Yes ,1, Reciprocating ,4343,PPXIG1303
 N9421K , Airplane , Cessna ,210, No ,  ,  ,2500,PPXIG1304
 N50923 , Airplane , Piper , PA-32-260 , No ,1, Reciprocating ,2649,PPXIG1305
 N59027 , Airplane , Piper , PA-32R-300 , No ,1, Reciprocating ,3399,PPXIG1306
 N39190 , Airplane , Cessna , 182H , No ,1, Reciprocating ,2200,PPXIG1307
 N404DK , Airplane , Cessna , 182T , No ,1, Reciprocating ,4750,PPXIG1308
 N757LV , Airplane , Piper , PA-28-140 , No ,1, Reciprocating ,2799,PPXIG1309
 N9401B , Airplane , Piper , PA-25-235 , No ,  ,  ,8750,PPXIG1310
 N82172 , Airplane , Cessna , 402C , No ,2, Reciprocating ,3399,PPXIG1311
 N3166U , Airplane , Robinson , R44 , No ,  ,  ,21499,PPXIG1312
 N261FM , Airplane , Beech , B-60 , No ,2, Reciprocating ,4570,PPXIG1313
 N693V , Airplane , McDonnell Douglas , MD 900 , No ,2, Turbo Shaft ,2645,PPXIG1314
 N5002D , Airplane , Cessna ,170, No ,1, Reciprocating ,3600,PPXIG1315
 N6068H , Airplane , Cessna , 180H , No ,1, Reciprocating ,3099,PPXIG1316
 N99860 , Airplane , Cessna , 172S , No ,1, Reciprocating ,48479,PPXIG1317
 N39678 , Airplane , Piper , PA-18 , No ,1, Reciprocating ,2899,PPXIG1318
 N9961G , Airplane , Beech , D18S , No ,2, Reciprocating ,2749,PPXIG1319
 N8681T , Airplane , Mooney , M20D , No ,1, Reciprocating ,4570,PPXIG1320
 N5180 , Airplane , Cessna ,182, No ,1, Reciprocating ,2500,PPXIG1321
 N21072 , Airplane , Piper , PA-22-160 , No ,1, Reciprocating ,3498,PPXIG1322
 N6245J , Airplane , Cessna ,180, No ,1, Reciprocating ,155498,PPXIG1323
 N657Y , Airplane , Piper , PA-32R-301T , No ,1, Reciprocating ,1146,PPXIG1324
 N81685 , Airplane , Schweizer , G-164B , No ,1, Turbo Prop ,115279,PPXIG1325
 N959B , Airplane , Robinson , R22 Beta , No ,1, Reciprocating ,14991,PPXIG1326
 N5686X , Airplane , Mooney , M20F , No ,1, Reciprocating ,4960,PPXIG1327
 N61663 , Airplane , Cessna , 172E , No ,1, Reciprocating ,4750,PPXIG1328
 N550NW , Airplane , Piper , PA32-300 , No ,1, Reciprocating ,1763,PPXIG1329
 N98885 , Airplane , Piper , PA-18-150 , No ,1, Reciprocating ,5000,PPXIG1330
 N7626J , Airplane , Grumman American , AA1C , No ,1, Reciprocating ,1697,PPXIG1331
 N9816K , Airplane , Cessna , T310R , No ,2, Reciprocating ,4940,PPXIG1332
 N48579 , Airplane , Champion , 7GCBC , No ,1, Reciprocating ,12500,PPXIG1333
 N2915D , Airplane , Utterback , Mustang II , Yes ,1, Reciprocating ,6283,PPXIG1334
 N707SH , Airplane , Piper , PA-18 , No ,1, Reciprocating ,4199,PPXIG1335
 N7PP , Airplane , Fairchild , M-62A-3 , No ,1, Reciprocating ,1671,PPXIG1336
 N121JR , Airplane , Piper , PA-12 , No ,1, Reciprocating ,11849,PPXIG1337
 N361Z , Airplane , Gates Learjet , 25B , No ,2, Turbo Jet ,2698,PPXIG1338
 N2514D , Airplane , Johnson-Moore , Zenith CH 701 , Yes ,1, Reciprocating ,3800,PPXIG1339
 N6797Y , Airplane , Cessna ,172, No ,1, Reciprocating ,2500,PPXIG1340
 N61429 , Airplane , Robinson , R22 Beta , No ,1, Reciprocating ,3099,PPXIG1341
 N501BD , Airplane , Beech , BE-95-A55 , No ,2, Reciprocating ,2500,PPXIG1342
 N678P , Airplane , Maule , MX-7-235 , No ,1, Reciprocating ,3600,PPXIG1343
 N7DR , Airplane , Piper , PA-18-150 , No ,1, Reciprocating ,2649,PPXIG1344
 N5440H , Airplane , Piper , PA-22 , No ,1, Reciprocating ,2200,PPXIG1345
 N623KD , Airplane , Beech , F33A , No ,1, Reciprocating ,3968,PPXIG1346
 N53WM , Airplane , Hardin , Lancair 320 , Yes ,1, Reciprocating ,2949,PPXIG1347
 N2484A , Airplane , Hughes , 369D , No ,1, Turbo Shaft ,4199,PPXIG1348
 N73704 , Airplane , Piper , PA-20 , No ,1, Reciprocating ,1369,PPXIG1349
 N8165A , Airplane , Air Tractor , AT-401B , No ,1, Reciprocating ,925,PPXIG1350
 N9548D , Airplane , Piper , PA-18-150 , No ,1, Reciprocating ,679,PPXIG1351
 N55368 , Airplane , Cessna , 305A , No ,1, Reciprocating ,4299,PPXIG1352
 N355CV , Airplane , Senior Aero Sport , D-260 , Yes ,1, Reciprocating ,2998,PPXIG1353
 N6617 , Airplane , Schweizer , SGS 2-33A , No ,0,  ,5399,PPXIG1354
 N40171 , Airplane , Piper , PA-32-301 , No ,2, Reciprocating ,2649,PPXIG1355
 N5010X , Airplane , Redgate , Europa Classic , Yes ,1, Reciprocating ,1322,PPXIG1356
 N2948S , Airplane , Cessna ,175, No ,1, Reciprocating ,1058,PPXIG1357
 N5139W , Airplane , Aviat , A-1 , No ,1, Reciprocating ,2500,PPXIG1358
 N9690X , Airplane , Helio Aircraft LTD , H800 , No ,1, Turbo Prop ,178001,PPXIG1359
 N573AA , Airplane , Cassutt , IIIM , Yes ,1, Reciprocating ,3099,PPXIG1360
 N4173Y , Airplane , Cessna ,152, No ,1, Reciprocating ,8750,PPXIG1361
 N61407 , Airplane , Cessna , 172S , No ,1, Reciprocating ,3968,PPXIG1362
 N72SC , Airplane , Piper , PA-31P-425 , No ,  ,  ,135498,PPXIG1363
 N115PK , Airplane , Boeing , 737-300 , No ,  ,  ,155498,PPXIG1364
 N70233 , Airplane , Boeing , 747-400 , No ,  ,  ,5000,PPXIG1365
 N1996V , Airplane , Piper , PA-14 , No ,1, Reciprocating ,1371,PPXIG1366
 N2030J , Airplane , PZL ,101, No ,1, Reciprocating ,3968,PPXIG1367
 N5XY , Airplane , Grumman , 164B , No ,1, Reciprocating ,8000,PPXIG1368
 N5302E , Airplane , Boeing , 727-2M7 , No ,3, Turbo Jet ,2899,PPXIG1369
 N101Q , Airplane , Rockwell , 112TCA , No ,1, Reciprocating ,4570,PPXIG1370
 N362EH , Airplane , Cessna ,421, No ,  ,  ,2899,PPXIG1371
 N45553 , Airplane , Fairchild , SA226-T , No ,  ,  ,6499,PPXIG1372
 N25BM , Airplane , Sikorsky , S-70A , No ,2, Turbo Shaft ,3798,PPXIG1373
 N5763W , Airplane , Embraer , EMB-135KL , No ,2, Turbo Fan ,6999,PPXIG1374
 N7460Y , Airplane , Piper , PA-30 , No ,  ,  ,3300,PPXIG1375
 N231DL , Airplane , Cessna , 172S , No ,1, Reciprocating ,1697,PPXIG1376
 N206AF , Airplane , Piper , PA-24-180 , No ,1, Reciprocating ,1300,PPXIG1377
 N555BA , Airplane , Cessna ,177, No ,1, Reciprocating ,3600,PPXIG1378
 N6005H , Airplane , Beech , BE-18 , No ,2, Reciprocating ,9649,PPXIG1379
 N53AS , Airplane , Champion , 7ECA , No ,1, Reciprocating ,5000,PPXIG1380
 N767GS , Airplane , Cameron Balloons , A-210 , No ,0,  ,2550,PPXIG1381
 N6123U , Airplane , Beech , C35 , No ,1, Reciprocating ,138498,PPXIG1382
 N7132L , Airplane , Robinson , R-22 , No ,1, Reciprocating ,4750,PPXIG1383
 N154ZP , Airplane , Boeing , A75 , No ,1, Reciprocating ,1371,PPXIG1384
 N8586L , Airplane , Gibbs , Kitfox IV , Yes ,1, Reciprocating ,2689,PPXIG1385
 N60181 , Airplane , American Champion (ACAC) , 8KCAB , No ,1, Reciprocating ,2899,PPXIG1386
 N2852Y , Airplane , American Champion (ACAC) , 8KCAB , No ,1, Reciprocating ,1278,PPXIG1387
 N117BS , Airplane , Cessna , 172R , No ,1, Reciprocating ,1653,PPXIG1388
 N12PX , Airplane , Quicksilver , MXL II , Yes ,1, Reciprocating ,137998,PPXIG1389
 N4105D , Airplane , Cessna , 337C , No ,  ,  ,48479,PPXIG1390
 N3168H , Airplane , Cessna , 172S , No ,1, Reciprocating ,1613,PPXIG1391
 N5013C , Airplane ," Pettigrew, Richard ", RV-6A , Yes ,1, Reciprocating ,3600,PPXIG1392
 N4319Z , Airplane , Piper , PA-30 , No ,2, Reciprocating ,1598,PPXIG1393
 N216HP , Airplane , Luscombe , 8A , No ,1, Reciprocating ,3968,PPXIG1394
 N3331W , Airplane , Robinson , R44 , No ,1, Reciprocating ,12500,PPXIG1395
 N5361R , Airplane , de Havilland , DHC-3 , No ,1, Reciprocating ,4960,PPXIG1396
 N758ND , Airplane , Lancair ,320, Yes ,1, Reciprocating ,3198,PPXIG1397
 N2019F , Airplane , Boeing , 757-200 , No ,2, Turbo Fan ,3968,PPXIG1398
 GNQK , Airplane , Cessna ,340, No ,2, Reciprocating ,3968,PPXIG1399
 N6943Q , Airplane , Cessna , 150K , No ,1, Reciprocating ,0,PPXIG1400
 N1932U , Airplane , Hawkins William , Searey , Yes ,1, Reciprocating ,3650,PPXIG1401
 N4508Y , Airplane , Piper , PA-18 , No ,1, Reciprocating ,2550,PPXIG1402
 N61611 , Airplane , de Havilland , DHC-2 , No ,1, Reciprocating ,1600,PPXIG1403
 N500KA , Airplane , Sikorsky , S-64E , No ,  ,  ,1080,PPXIG1404
 N3079H , Airplane , Cessna ,206, No ,  ,  ,1807,PPXIG1405
 N16181 , Airplane , Cessna ,550, No ,2, Turbo Jet ,2949,PPXIG1406
 N737FE , Airplane , Cameron Balloons , Z-90 , No ,0,  ,4199,PPXIG1407
 N37982 , Airplane , McDonnell Douglas , MD-82 , No ,  ,  ,3399,PPXIG1408
 N7793E , Airplane , Robinson , R22 BETA , No ,1, Reciprocating ,9649,PPXIG1409
 N1624H , Airplane , Beech , C23 , No ,1, Reciprocating ,919,PPXIG1410
 N4550S , Airplane , Bell ,212, No ,2, Turbo Shaft ,5399,PPXIG1411
 N9820F , Airplane , Robinson , R-22 , No ,1, Reciprocating ,2550,PPXIG1412
 N33840 , Airplane , BELL , 206B3 , No ,1, Turbo Shaft ,3600,PPXIG1413
 N3510D , Airplane , Piper , J3C-65 , No ,1, Reciprocating ,1668,PPXIG1414
 N3329S , Airplane , Bell , 206B3 , No ,1, Turbo Shaft ,3300,PPXIG1415
 N27782 , Airplane , Cessna , 182P , No ,1, Reciprocating ,14991,PPXIG1416
 N3161M , Airplane , Cessna ,182, No ,1, Reciprocating ,782,PPXIG1417
 N319RC , Airplane , Enstrom , F-28A , No ,1, Reciprocating ,3968,PPXIG1418
 N299SD , Airplane , Stinson , V77 , No ,1, Reciprocating ,6613,PPXIG1419
 N57NR , Airplane , Cessna , 150H , No ,1, Reciprocating ,2649,PPXIG1420
 N188SA , Airplane , Wahl , S-51D , Yes ,1, Turbo Prop ,3968,PPXIG1421
 N931RP , Airplane , Aeronca , 7AC , No ,1, Reciprocating ,3800,PPXIG1422
 N1806Y , Airplane , Cessna , 170B , No ,1, Reciprocating ,11699,PPXIG1423
 N7795E , Airplane , Cessna , 172E , No ,1, Reciprocating ,4960,PPXIG1424
 N6430X , Airplane , Bellanca , 7ECA , No ,1, Reciprocating ,4750,PPXIG1425
 N755AF , Airplane , Pollard & Huntley , Thorp T-18 , Yes ,1, Reciprocating ,3968,PPXIG1426
 N115ES , Airplane , Cessna , 182Q , No ,1, Reciprocating ,3968,PPXIG1427
 N3260W , Airplane , Great Lakes , 2T1-A2 , No ,1, Reciprocating ,137308,PPXIG1428
 N7658B , Airplane , Piper , PA-30 , No ,2, Reciprocating ,2500,PPXIG1429
 N5341G , Airplane , Champion , 7ECA , No ,  ,  ,11574,PPXIG1430
 N59MH , Airplane , Tubbs , PA-18-225 DD , Yes ,1, Reciprocating ,2400,PPXIG1431
 N7584W , Airplane , Fall , Cub , Yes ,1, Reciprocating ,1256,PPXIG1432
 N4144C , Airplane , Bell ,407, No ,1, Turbo Shaft ,2899,PPXIG1433
 N112PE , Airplane , Cessna , A185F , No ,1, Reciprocating ,2649,PPXIG1434
 N78K , Airplane ," Consolidated Aeronautics, Inc ", Lake LA-4-200 , No ,1, Reciprocating ,15099,PPXIG1435
 N84245 , Airplane , Piper , PA-24-250 , No ,1, Reciprocating ,3198,PPXIG1436
 N17MR , Airplane , Cessna , 182G , No ,1, Reciprocating ,8000,PPXIG1437
 N2301F , Airplane , Piper , PA-31P , No ,2, Reciprocating ,1058,PPXIG1438
 N162KA , Airplane , Beech , 95-B55 , No ,2, Reciprocating ,3300,PPXIG1439
 N551PK , Airplane , Piper , PA-28R-180 , No ,1, Reciprocating ,115279,PPXIG1440
 N60618 , Airplane , McDonnell Douglas , MD-83 , No ,  ,  ,2550,PPXIG1441
 N7123R , Airplane , Berry , Hatz CB-1 , Yes ,1, Reciprocating ,6999,PPXIG1442
 N83MT , Airplane , Beech , BE-58 , No ,2, Reciprocating ,41005,PPXIG1443
 N6562V , Airplane , Christen Industries , A1B , No ,1, Reciprocating ,2799,PPXIG1444
 N304PA , Airplane , McDonnell Douglas , 369E , No ,1, Turbo Shaft ,1668,PPXIG1445
 N54477 , Airplane , Bell ,412, No ,2, Turbo Shaft ,1245,PPXIG1446
 N24007 , Airplane , Boeing , 737-7H4 , No ,2, Turbo Fan ,2899,PPXIG1447
 N3670S , Airplane , Cessna , 172S , No ,1, Reciprocating ,4299,PPXIG1448
 N2368M , Airplane , Cessna ,750, No ,2, Turbo Fan ,49603,PPXIG1449
 N438AT , Airplane , Cessna , 172N , No ,1, Reciprocating ,4448,PPXIG1450
 N308KF , Airplane , Hudson Hiperbipe , SNS-7 , Yes ,1, Reciprocating ,3800,PPXIG1451
 N151LL , Airplane , Cessna , 150L , No ,1, Reciprocating ,3800,PPXIG1452
 N89SE , Airplane , Pilatus , PC-12/45 , No ,1, Turbo Prop ,1600,PPXIG1453
 N202XS , Airplane , Mooney , M20E , No ,1, Reciprocating ,16001,PPXIG1454
 N126PS , Airplane , Cessna , 180J , No ,1, Reciprocating ,2299,PPXIG1455
 N1754D , Airplane , Eurocopter , AS 350 B2 , No ,1, Turbo Shaft ,8750,PPXIG1456
 N3659Q , Airplane , Bowles , Questair Venture , Yes ,1, Reciprocating ,4750,PPXIG1457
 N203H , Airplane , Piper , PA-28R-180 , No ,1, Reciprocating ,12500,PPXIG1458
 N185K , Airplane , Beech , 65-A90 , No ,2, Turbo Prop ,3000,PPXIG1459
 N3708E , Airplane , Bell , 206B , No ,1, Turbo Shaft ,3399,PPXIG1460
 N26644 , Airplane , Ercoupe (Eng & Research Corp.) , 415-C , No ,1, Reciprocating ,5200,PPXIG1461
 N215WW , Airplane , Cessna , T210L , No ,1, Reciprocating ,2949,PPXIG1462
 N81898 , Airplane , Piper , PA-28-151 , No ,1, Reciprocating ,1294,PPXIG1463
 N12JV , Airplane , Buchmann , RV-6A , Yes ,1, Reciprocating ,1146,PPXIG1464
 N276MK , Airplane , Universal Moulded Pdts. , Monocoach , No ,1, Reciprocating ,18999,PPXIG1465
 N29KB , Airplane , BEECH , BE-99 , No ,2, Turbo Prop ,2649,PPXIG1466
 N44911 , Airplane , Stephen , T-Bird TBT06 , Yes ,1, Reciprocating ,3899,PPXIG1467
 N45P , Airplane , Cessna , T188C , No ,  , Reciprocating ,2299,PPXIG1468
 N92AC , Airplane , Rockwell , 112TC , No ,1, Reciprocating ,1697,PPXIG1469
