FlightNumber,PurposeofFlight,From,To,DepartureTime,ArrivelTime,FlyingHours,Date,PilotID,AircraftID,AccidentNumber
20030610X00841 , Aerial Application , United States ,Russia,11:40 AM,4:35 PM,4h 55m, 05/23/2003 ,488402, N757LE , FTW03WA194 
20030611X00846 , Personal , United States ,Russia,11:40 AM,5:30 PM,5h 50m, 05/23/2003 ,528568, N3628X , LAX03WA223 
20030612X00860 , Flight Test , United States ,Russia,11:40 AM,7:20 PM,7h 40m, 05/22/2003 ,507312, N628 , LAX03CA208 
20030611X00854 , Personal , United States ,Russia,11:40 AM,7:20 PM,7h 40m, 05/22/2003 ,516633, N5629Q , IAD03CA062 
20030612X00867 , Personal , United States ,Russia,11:40 AM,8:05 PM,8h 25m, 05/22/2003 ,489272, N409QX , CHI03LA177 
20030613X00871 , Other Work Use , United States ,Russia,11:40 AM,6:50 PM,7h 10m, 05/22/2003 ,513624, N135LA , DCA03WA041 
20030617X00886 , Personal , United States ,Russia,12:00 PM,4:40 PM,4h 40m, 05/21/2003 ,512793, N16453 , FTW03LA176 
20030616X00876 ,  , United States ,Russia,12:00 PM,5:30 PM,5h 30m, 05/21/2003 ,516402, N142ME , FTW03LA175 
20030620X00923 , Instructional , United States ,Russia,12:00 PM,8:05 PM,8h 5m, 05/21/2003 ,520361, N390RB , SEA03LA115 
20030710X01052 , Aerial Application , United States ,Russia,8:25 AM,5:40 PM,9h 15m, 05/21/2003 ,502070, N74AA , SEA03LA117 
20030710X01053 , Personal , United States ,Russia,7:00 AM,2:45 PM,7h 45m, 05/20/2003 ,520509, N16571 , CHI03LA175 
20030610X00827 , Personal , United States ,Rwanda,6:35 AM,8:00 AM,1h 25m, 05/20/2003 ,502650, N1074Z , ATL03FA111 
20030610X00829 , Personal , United States ,Rwanda,8:00 PM,9:25 PM,1h 25m, 05/20/2003 ,514823, N270KA , DEN03LA109 
20030610X00835 ,  , United States ,Rwanda,3:55 PM,5:20 PM,1h 25m, 05/20/2003 ,493009, N98TH , ATL03LA112 
20030612X00857 , Public Aircraft , United States ,Rwanda,1:35 PM,3:00 PM,1h 25m, 05/19/2003 ,498714, N5271V , SEA03LA111 
20030616X00878 , Personal , United States ,Rwanda,7:00 PM,8:25 PM,1h 25m, 05/19/2003 ,498394, N7053U , NYC03LA143 
20030612X00861 , Personal , United States ,Rwanda,3:00 PM,4:25 PM,1h 25m, 05/19/2003 ,503926, N57318 , FTW03FA174 
20030610X00840 ,  , United States ,Rwanda,8:30 PM,9:55 PM,1h 25m, 05/19/2003 ,505032, N522F , ATL03LA110 
20030611X00849 , Personal , United States ,Rwanda,11:40 AM,1:05 PM,1h 25m, 05/19/2003 ,501358, N37221 , IAD03CA059 
20030609X00818 , Personal , United States ,Rwanda,8:00 PM,9:25 PM,1h 25m, 05/19/2003 ,495286, N397TM , LAX03WA222 
20030609X00820 , Personal , United States ,Rwanda,6:00 AM,7:25 AM,1h 25m, 05/19/2003 ,515792, N2724R , CHI03LA173 
20030611X00850 , Aerial Application , United States ,Rwanda,2:00 PM,3:25 PM,1h 25m, 05/19/2003 ,518164, N45051 , CHI03LA172 
20030611X00848 , Personal , United States ,Rwanda,5:00 PM,6:25 PM,1h 25m, 05/19/2003 ,524181, N968JW , CHI03LA170 
20030610X00843 , Personal , United States ,Saudi Arabia,6:00 PM,7:25 PM,1h 25m, 05/19/2003 ,508144, N6098G , SEA03LA109 
20030610X00839 , Instructional , United States ,Saudi Arabia,4:00 PM,9:35 PM,5h 35m, 05/19/2003 ,514153, N9226L , NYC03LA133 
20030610X00830 , Personal , United States ,Saudi Arabia,9:00 AM,10:25 AM,1h 25m, 05/18/2003 ,528612, N4759R , SEA03FA110 
20030625X00955 , Personal , United States ,Saudi Arabia,7:00 AM,8:25 AM,1h 25m, 05/18/2003 ,521405, N317LC , NYC03FA132 
20030624X00946 , Personal , United States ,Saudi Arabia,11:00 AM,12:25 PM,1h 25m, 05/18/2003 ,504124, N8212D , LAX03LA210 
20030630X00971 , Personal , United States ,Saudi Arabia,6:30 AM,9:25 AM,2h 55m, 05/18/2003 ,524358, N559LJ , CHI03LA171 
20030619X00910 , Personal , United States ,Saudi Arabia,4:00 PM,7:30 PM,3h 30m, 05/18/2003 ,490079, N335BW , ATL03FA114 
20030624X00945 , Personal , United States ,Saudi Arabia,3:00 PM,7:30 PM,4h 30m, 05/17/2003 ,495204, N8500R , LAX03FA206 
20030610X00837 , Personal , United States ,Saudi Arabia,4:00 PM,8:35 PM,4h 35m, 05/17/2003 ,500269, N136ER , CHI03LA169 
20030610X00844 , Positioning , United States ,Saudi Arabia,3:00 PM,8:35 PM,5h 35m, 05/17/2003 ,527581, N5338R , CHI03LA176 
20030611X00851 , Business , United States ,Saudi Arabia,5:25 PM,8:40 PM,3h 15m, 05/17/2003 ,502997, N177AL , SEA03CA112 
20030616X00874 , Other Work Use , United States ,Saudi Arabia,9:20 AM,1:45 PM,4h 25m, 05/17/2003 ,526295, N5118G , MIA03CA125 
20030611X00856 , Personal , United States ,Saudi Arabia,4:15 PM,8:40 PM,4h 25m, 05/17/2003 ,527195, N6780B , DEN03LA108 
20030610X00834 , Personal , United States ,Saudi Arabia,10:00 AM,11:25 AM,1h 25m, 05/16/2003 ,492610, N364M , CHI03LA167 
20030606X00807 , Personal , United States ,Saudi Arabia,1:00 PM,2:25 PM,1h 25m, 05/16/2003 ,507323, N1599U , LAX03WA205 
20030605X00805 , Personal , United States ,Senegal,5:00 PM,7:30 PM,2h 30m, 05/16/2003 ,505884, N7989C , SEA03WA114 
20030611X00853 , Personal , United States ,Senegal,6:30 AM,9:05 AM,2h 35m, 05/16/2003 ,519190, N1592W , MIA03LA127 
20030610X00845 , Personal , United States ,Senegal,6:00 PM,8:35 PM,2h 35m, 05/16/2003 ,496780, N777KL , SEA03LA113 
20030612X00866 , Personal , United States ,Senegal,7:00 PM,9:35 PM,2h 35m, 05/16/2003 ,489912, N3904 , MIA03FA124A 
20030617X00882 , Personal , United States ,Senegal,5:30 PM,8:35 PM,3h 5m, 05/16/2003 ,489970, N3367C , MIA03FA124B 
20030606X00813 , Aerial Application , United States ,Senegal,6:00 PM,9:35 PM,3h 35m, 05/16/2003 ,500027, N3885J , DCA03WA040 
20030606X00808 , Personal , United States ,Senegal,8:30 AM,12:05 PM,3h 35m, 05/15/2003 ,505135, N416ES , MIA03WA126 
20030609X00816 , Aerial Application , United States ,Senegal,5:00 PM,8:35 PM,3h 35m, 05/15/2003 ,497785, N951AM , CHI03LA168 
20030604X00779 , Personal , United States ,Senegal,5:30 PM,9:35 PM,4h 5m, 05/15/2003 ,498003, N782SP , ATL03LA108 
20030605X00789 , Other Work Use , United States ,Senegal,5:00 PM,9:35 PM,4h 35m, 05/15/2003 ,527017, N752CF , SEA03FA106 
20030729X01210 , Personal , United States ,Senegal,6:30 AM,12:05 PM,5h 35m, 05/15/2003 ,506587, N75337 , SEA03LA108 
20030605X00797 , Personal , United States ,Senegal,6:50 AM,11:00 AM,4h 10m, 05/15/2003 ,521518, N421D , ATL03LA106 
20030605X00786 , Instructional , United States ,Senegal,8:00 AM,9:25 AM,1h 25m, 05/15/2003 ,526333, N1122Y , ATL03FA107 
20030603X00768 , Personal , United States ,Senegal,4:00 PM,6:35 PM,2h 35m, 05/15/2003 ,525486, N4268B , LAX03LA202 
20030605X00806 , Personal , United States ,Serbia,8:30 AM,11:05 AM,2h 35m, 05/15/2003 ,527996, N5TV , MIA03CA129 
20030612X00862 , Personal , United States ,Serbia,10:00 AM,1:05 PM,3h 5m, 05/15/2003 ,520684, N8366F , IAD03FA058 
20030610X00828 , Personal , United States ,Serbia,8:20 AM,11:40 AM,3h 20m, 05/15/2003 ,504449, N692SP , MIA03LA133 
20030619X00909 , Positioning , United States ,Serbia,3:00 PM,6:35 PM,3h 35m, 05/15/2003 ,492109, N888KB , NYC03LA160 
20030610X00838 ,  , Australia ,Serbia,8:00 AM,12:05 PM,4h 5m, 05/15/2003 ,494616, N5985L , FTW03LA181 
20030610X00836 , Positioning , United States ,Serbia,6:30 AM,11:05 AM,4h 35m, 05/15/2003 ,511661, N5234Y , ATL03LA119 
20030609X00822 , Instructional , United States ,Serbia,10:00 AM,2:35 PM,4h 35m, 05/14/2003 ,514680, N1392D , SEA03LA105 
20030609X00825 , Personal , United States ,Serbia,8:30 AM,1:05 PM,4h 35m, 05/14/2003 ,513962, N5178D , NYC03FA131 
20030617X00890 , Aerial Application , United States ,Serbia,8:00 AM,1:05 PM,5h 5m, 05/14/2003 ,499096, N8555W , CHI03LA183 
20030606X00814 , Personal , United States ,Serbia,3:15 PM,6:30 PM,3h 15m, 05/14/2003 ,508184, N733AM , LAX03FA200 
20030605X00803 , Personal , United States ,Serbia,3:00 PM,5:35 PM,2h 35m, 05/13/2003 ,499512, N9096Q , LAX03CA201 
20030603X00769 , Personal , United States ,Serbia,12:00 PM,2:35 PM,2h 35m, 05/13/2003 ,509162, N8168G , DEN03LA106 
20030602X00755 , Personal , United States ,Serbia,8:00 AM,11:05 AM,3h 5m, 05/13/2003 ,523716, N195SR , CHI03LA161 
20030603X00777 , Aerial Application , United States ,Sierra Leone,6:30 AM,10:35 AM,4h 5m, 05/13/2003 ,485775, N47420 , DEN03LA105 
20030605X00791 , Personal , United States ,Sierra Leone,7:20 AM,11:40 AM,4h 20m, 05/12/2003 ,520022, N140TC , FTW03LA173 
20030605X00793 , Personal , United States ,Sierra Leone,8:20 AM,12:40 PM,4h 20m, 05/12/2003 ,495480, N3236Y , SEA03LA103 
20030605X00795 , Public Aircraft , United States ,Sierra Leone,7:30 AM,12:05 PM,4h 35m, 05/12/2003 ,513472, N57HY , ATL03FA125 
20040408X00429 , Personal , United States ,Sierra Leone,7:00 AM,12:05 PM,5h 5m, 05/12/2003 ,520359, N53328 , DEN03LA107 
20030605X00792 , Personal , United States ,Sierra Leone,2:00 PM,7:30 PM,5h 30m, 05/11/2003 ,518556, N55ZP , CHI03LA165 
20030605X00790 ,  , United States ,Sierra Leone,7:30 AM,1:05 PM,5h 35m, 05/11/2003 ,507303, N325T , CHI03LA163 
20030605X00798 , Flight Test , United States ,Sierra Leone,11:05 AM,3:00 PM,3h 55m, 05/11/2003 ,522587, N651GA , SEA03CA102 
20030603X00778 , Instructional , United States ,Sierra Leone,2:00 PM,6:00 PM,4h 0m, 05/11/2003 ,514267, N642KC , MIA03CA128 
20030603X00772 , Personal , United States ,Sierra Leone,1:50 PM,5:30 PM,3h 40m, 05/10/2003 ,503706, N277PM , MIA03LA123 
20030606X00812 , Positioning , United States ,Sierra Leone,8:00 AM,10:35 AM,2h 35m, 05/10/2003 ,524975, N311MS , FTW03LA179 
20030612X00858 , Personal , United States ,Sierra Leone,7:30 AM,11:05 AM,3h 35m, 05/10/2003 ,516368, N55RF , IAD03CA057 
20030612X00863 , Instructional , United States ,Singapore,7:00 AM,11:05 AM,4h 5m, 05/10/2003 ,488922, N30545 , CHI03LA164 
20030609X00824 , Personal , United States ,Singapore,1:30 PM,4:50 PM,3h 20m, 05/10/2003 ,511315, N6268P , ANC03LA060 
20030619X00912 , Other Work Use , United States ,Singapore,9:50 AM,1:25 PM,3h 35m, 05/10/2003 ,498554, N9852J , SEA03LA104 
20030610X00833 , Personal , United States ,Singapore,2:00 PM,4:35 PM,2h 35m, 05/09/2003 ,503656, N101YK , LAX03LA197 
20030606X00811 , Instructional , United States ,Singapore,7:30 AM,10:35 AM,3h 5m, 05/09/2003 ,492451, N12MB , LAX03LA198 
20030603X00760 ,  , United States ,Singapore,2:00 PM,5:35 PM,3h 35m, 05/08/2003 ,509550, N948SB , DEN03LA104 
20030604X00781 , Personal , United States ,Singapore,7:00 AM,10:35 AM,3h 35m, 05/08/2003 ,492577, N8925W , CHI03LA159 
20030604X00782 , Business , United States ,Singapore,12:00 PM,4:35 PM,4h 35m, 05/08/2003 ,526456, N5899W , CHI03LA162 
20030603X00767 ,  , United States ,Singapore,2:00 PM,6:35 PM,4h 35m, 05/07/2003 ,487812, N623VP , CHI03LA160 
20030605X00799 , Instructional , United States ,Singapore,12:00 PM,5:35 PM,5h 35m, 05/07/2003 ,505161, N9701G , LAX03IA199 
20030605X00801 ,  , United States ,Singapore,8:05 AM,12:30 PM,4h 25m, 05/07/2003 ,494701, N6568Y , LAX03TA204 
20030605X00787 , Instructional , United States ,Singapore,2:25 PM,5:45 PM,3h 20m, 05/06/2003 ,486111, N6068P , DEN03LA152 
20030605X00783 , Personal , United States ,Singapore,1:30 PM,5:45 PM,4h 15m, 05/06/2003 ,509030, N141AJ , SEA03LA101 
20030603X00770 , Instructional , United States ,Slovakia,7:30 AM,11:15 AM,3h 45m, 05/06/2003 ,500948, N87800 , SEA03FA100 
20030605X00802 , Personal , United States ,Slovakia,4:35 PM,8:40 PM,4h 5m, 05/05/2003 ,497546, N8469K , LAX03LA195 
20030606X00809 , Personal , United States ,Slovakia,4:35 PM,6:25 PM,1h 50m, 05/05/2003 ,520626, N9444Y , SEA03LA099 
20030606X00810 ,  , United States ,Slovakia,8:30 PM,7:45 AM,11h 15m, 05/05/2003 ,518093, N5072T , DEN03TA102 
20030603X00766 , Personal , United States ,Slovakia,8:30 PM,12:40 PM,16h 10m, 05/05/2003 ,514517, N252DR , DEN03TA103 
20030528X00735 , Instructional , United States ,Slovakia,8:30 PM,9:35 AM,13h 5m, 05/05/2003 ,514054, N114DH , FTW03LA172 
20030605X00785 , Personal , United States ,Slovakia,7:00 PM,7:45 AM,12h 45m, 05/04/2003 ,503369, N732HJ , MIA03LA121 
20030527X00730 , Personal , United States ,Slovakia,5:30 PM,8:30 PM,3h 0m, 05/04/2003 ,509082, N127YV , ANC03LA059 
20030530X00744 , Personal , United States ,Slovakia,4:00 PM,7:05 PM,3h 5m, 05/04/2003 ,523950, N2585B , MIA03FA122 
20030603X00771 , Instructional , United States ,Slovakia,5:00 PM,8:30 PM,3h 30m, 05/04/2003 ,512900, N2800D , LAX03CA203 
20030603X00762 , Public Aircraft , United States ,Slovakia,4:00 PM,8:10 PM,4h 10m, 05/04/2003 ,503429, N284SS , NYC03FA129 
20030603X00756 , Personal , United States ,Slovakia,4:00 PM,8:30 PM,4h 30m, 05/04/2003 ,518505, N5093F , NYC03LA128 
20030605X00794 , Personal , United States ,Slovenia,7:20 AM,8:25 AM,1h 5m, 05/04/2003 ,513570, N254SR , LAX03LA193 
20030610X00831 , Personal , United States ,Slovenia,6:45 PM,7:50 PM,1h 5m, 05/03/2003 ,495320, N109AE , MIA03FA120 
20030722X01167 , Instructional , United States ,Slovenia,10:30 AM,11:35 AM,1h 5m, 05/03/2003 ,502776, N33MF , ATL03LA152 
20030609X00826 , Personal , United States ,Slovenia,8:25 AM,9:30 AM,1h 5m, 05/03/2003 ,524604, N94131 , ATL03CA105 
20030605X00796 , Personal , United States ,Slovenia,7:15 PM,8:20 PM,1h 5m, 05/03/2003 ,513395, N8191U , LAX03LA192 
20030529X00740 , Personal , United States ,Slovenia,4:30 PM,5:35 PM,1h 5m, 05/01/2003 ,517538, N211EL , SEA03LA098 
20030602X00753 , Public Aircraft , United States ,Slovenia,5:50 PM,6:55 PM,1h 5m, 04/30/2003 ,515710, N136DG , NYC03LA127 
20030603X00765 , Personal , United States ,Slovenia,6:40 AM,7:45 AM,1h 5m, 04/29/2003 ,526486, N1458U , ANC03LA058 
20030603X00775 , Personal , United States ,Slovenia,8:25 AM,9:30 AM,1h 5m, 04/29/2003 ,499105, N365SX , LAX03LA190 
20030527X00728 , Personal , United States ,Slovenia,9:50 AM,10:55 AM,1h 5m, 04/29/2003 ,493811, N37249 , DEN03IA101 
20030530X00745 , Aerial Application , United States ,Slovenia,3:00 PM,7:50 PM,4h 50m, 04/28/2003 ,493120, N5875Q , LAX03LA191 
20030527X00731 , Personal , United States ,Slovenia,2:00 PM,8:10 PM,6h 10m, 04/28/2003 ,527572, N47BC , NYC03LA126 
20030603X00773 , Personal , United States ,Slovenia,7:15 PM,8:20 PM,1h 5m, 04/28/2003 ,518626, N9412X , ANC03LA065 
20030603X00763 , Personal , United States ,Somalia,8:30 PM,10:25 AM,13h 55m, 04/28/2003 ,506634, N761YL , CHI03LA156 
20030605X00788 , Positioning , United States ,Somalia,7:00 PM,10:25 AM,15h 25m, 04/27/2003 ,497635, N7637D , LAX03LA188 
20030605X00784 , Personal , United States ,Somalia,8:00 PM,10:25 AM,14h 25m, 04/27/2003 ,487615, N13974 , MIA03LA119 
20030603X00761 , Personal , United States ,Somaliland region,2:00 PM,7:50 PM,5h 50m, 04/27/2003 ,507520, N5425K , CHI03LA154 
20030603X00774 , Personal , United States ,Somaliland region,6:00 AM,10:25 AM,4h 25m, 04/27/2003 ,517006, N819NW , LAX03LA189 
20030603X00757 , Personal , United States ,Somaliland region,6:00 AM,7:50 PM,13h 50m, 04/27/2003 ,522168, N943AS , ANC03LA057 
20030605X00804 , Personal , United States ,Somaliland region,6:30 AM,2:40 PM,8h 10m, 04/27/2003 ,508874, N719AR , LAX03FA187 
20030523X00724 , Personal , United States ,South Africa,8:30 AM,5:00 PM,8h 30m, 04/27/2003 ,499331, N8158B , ANC03LA056 
20030616X00875 , Personal , United States ,South Africa,6:30 AM,5:00 PM,10h 30m, 04/27/2003 ,514915, N9086Y , NYC03LA124 
20030528X00732 , Personal , United States ,South Africa,8:30 AM,8:10 PM,11h 40m, 04/27/2003 ,507622, N572E , LAX03LA186 
20030530X00748 , Personal , United States ,South Africa,6:00 PM,10:25 AM,16h 25m, 04/27/2003 ,509026, N3070A , CHI03LA155 
20030603X00776 , Personal , United States ,South Africa,2:00 PM,8:10 PM,6h 10m, 04/27/2003 ,490096, N418MS , LAX03LA184 
20030630X00972 , Personal , United States ,South Africa,6:00 AM,3:20 PM,9h 20m, 04/26/2003 ,487488, N8305V , FTW03LA168 
20030602X00752 , Personal , United States ,South Africa,8:30 AM,2:40 PM,6h 10m, 04/26/2003 ,509395, N9371M , DEN03LA100 
20030605X00800 , Personal , United States ,South Africa,10:00 AM,5:00 PM,7h 0m, 04/26/2003 ,488944, N212CG , ATL03FA104 
20030609X00819 , Personal , United States ,South Africa,6:30 AM,8:10 PM,13h 40m, 04/26/2003 ,516590, N66012 , SEA03FA096 
20030530X00746 , Personal , United States ,South Africa,3:00 PM,8:10 PM,5h 10m, 04/26/2003 ,514387, N109SK , NYC03LA122 
20030523X00722 , Personal , United States ,South Africa,2:00 PM,8:10 PM,6h 10m, 04/26/2003 ,527973, N901TP , NYC03LA125 
20030522X00716 , Flight Test , United States ,South Africa,9:00 PM,12:25 PM,15h 25m, 04/26/2003 ,526663, N844SH , CHI03FA150 
20030602X00754 , Instructional , United States ,South Africa,8:00 AM,2:40 PM,6h 40m, 04/26/2003 ,521287, N131RV , CHI03FA151 
20030530X00743 , Personal , United States ,South Africa,8:00 AM,5:00 PM,9h 0m, 04/26/2003 ,504183, N28836 , FTW03LA167 
20030602X00751 , Personal , United States ,South Korea,7:30 AM,5:00 PM,9h 30m, 04/26/2003 ,499026, N4814L , FTW03LA169 
20030604X00780 , Unknown , Thailand ,South Korea,8:00 AM,8:10 PM,12h 10m, 04/26/2003 ,518768, N1919H , DEN03FA099 
20030521X00709 , Aerial Observation , United States ,South Korea,7:30 AM,8:10 PM,12h 40m, 04/25/2003 ,487537, N49962 , LAX03LA185 
20030521X00710 , Personal , United States ,South Korea,9:00 PM,9:35 AM,12h 35m, 04/25/2003 ,515121, C-FMKB , SEA03LA097 
20030520X00705 , Other Work Use , United States ,South Korea,11:00 AM,7:50 PM,8h 50m, 04/25/2003 ,510309, N7229R , DEN03LA098 
20030520X00706 , Business , United States ,South Korea,9:00 AM,7:50 PM,10h 50m, 04/25/2003 ,495860, N5957F , CHI03LA152 
20030523X00723 , Personal , United States ,South Korea,7:00 AM,2:40 PM,7h 40m, 04/25/2003 ,524367, N954PA , CHI03IA153 
20030527X00729 , Personal , United States ,South Korea,11:00 AM,3:20 PM,4h 20m, 04/25/2003 ,521996, N17784 , CHI03FA149 
20030522X00719 , Personal , France ,South Korea,7:00 AM,3:20 PM,8h 20m, 04/25/2003 ,514398, N5811M , LAX03LA183 
20030530X00747 , Aerial Application , United States ,South Korea,7:00 AM,7:50 PM,12h 50m, 04/24/2003 ,524197, N13616 , NYC03LA123 
20030528X00737 , Instructional , United States ,South Korea,1:00 PM,7:50 PM,6h 50m, 04/24/2003 ,515164, N5499J , ANC03LA055 
20030523X00721 ,  , United States ,South Korea,6:00 PM,9:35 AM,15h 35m, 04/24/2003 ,499852, N2180E , NYC03LA120 
20030521X00712 , Business , United States ,South Korea,7:30 AM,2:40 PM,7h 10m, 04/24/2003 ,511981, N5187B , NYC03LA130 
20030520X00698 , Executive/Corporate , United States ,South Korea,12:00 PM,8:10 PM,8h 10m, 04/24/2003 ,527608, N272SK , SEA03LA107 
20030520X00699 , Business , United States ,South Korea,7:00 AM,5:00 PM,10h 0m, 04/23/2003 ,498963, N111AX , LAX03FA182 
20030520X00700 , Instructional , United States ,South Sudan,7:00 AM,8:10 PM,13h 10m, 04/23/2003 ,512075, N7252Y , DCA03WA039 
20030520X00701 , Personal , United States ,South Sudan,9:00 AM,3:20 PM,6h 20m, 04/23/2003 ,493005, N918SW , LAX03LA181 
20030519X00690 , Personal , United States ,South Sudan,10:00 AM,3:20 PM,5h 20m, 04/23/2003 ,488102, N470ZW , SEA03LA095 
20030520X00695 , Personal , United States ,South Sudan,8:00 AM,3:20 PM,7h 20m, 04/23/2003 ,507191, N751SA , NYC03LA121 
20030603X00758 , Personal , United States ,Spain,10:00 AM,7:50 PM,9h 50m, 04/22/2003 ,513157, N63LH , CHI03LA157 
20030603X00759 , Personal , United States ,Spain,8:00 AM,7:50 PM,11h 50m, 04/22/2003 ,527271, N45500 , ATL03LA103 
20030603X00764 , Personal , United States ,Spain,7:00 PM,9:35 AM,14h 35m, 04/22/2003 ,488070, N407AK , SEA03LA093 
20030520X00696 , Personal , United States ,Spain,5:30 PM,9:35 AM,16h 5m, 04/22/2003 ,497829, N24DN , NYC03LA119 
20030520X00697 ,  , United States ,Spain,6:00 AM,12:25 PM,6h 25m, 04/22/2003 ,491387, N414HP , FTW03LA166 
20030520X00704 , Personal , United States ,Spain,3:35 PM,8:10 PM,4h 35m, 04/21/2003 ,489929, B-2477 , LAX03LA180 
20030522X00715 ,  , United States ,Spain,1:00 PM,8:10 PM,7h 10m, 04/21/2003 ,513979, N220UA , CHI03FA141 
20030523X00725 , Personal , United States ,Spain,8:00 PM,9:35 AM,13h 35m, 04/20/2003 ,511562, N567SP , NYC03LA118 
20030527X00726 , Personal , United States ,Spain,6:00 AM,12:25 PM,6h 25m, 04/20/2003 ,519896, N184JB , IAD03FA056 
20030527X00727 , Personal , United States ,Spain,1:00 PM,8:10 PM,7h 10m, 04/20/2003 ,490442, N801VC , MIA03LA118 
20030609X00823 , Personal , United States ,Spain,11:05 AM,5:00 PM,5h 55m, 04/20/2003 ,522423, N777EV , CHI03LA148 
20030522X00718 , Ferry , United States ,Spain,4:00 PM,8:10 PM,4h 10m, 04/20/2003 ,494783, N961PH , DEN03LA094 
20030521X00707 , Personal , United States ,Spain,10:00 AM,2:40 PM,4h 40m, 04/20/2003 ,496925, N310RV , ATL03LA101 
20030521X00708 , Personal , United States ,Spain,5:00 PM,8:10 PM,3h 10m, 04/20/2003 ,507228, N112ED , FTW03LA165 
20030522X00714 , Personal , United States ,Spain,3:00 PM,8:10 PM,5h 10m, 04/19/2003 ,516515, N199JW , CHI03LA147 
20030520X00692 , Instructional , United States ,Sri Lanka,8:30 AM,12:25 PM,3h 55m, 04/19/2003 ,503507, N7188J , DEN03LA096 
20030520X00694 , Aerial Observation , United States ,Sri Lanka,7:00 AM,9:35 AM,2h 35m, 04/19/2003 ,508324, N50DS , LAX03LA177 
20030520X00702 , Personal , United States ,Sri Lanka,5:30 PM,8:10 PM,2h 40m, 04/19/2003 ,504505, N364KW , MIA03LA116 
20030519X00687 , Personal , United States ,Sri Lanka,12:00 PM,2:40 PM,2h 40m, 04/19/2003 ,498707, N2699G , CHI03LA143 
20030519X00688 , Personal , United States ,Sri Lanka,2:00 PM,5:00 PM,3h 0m, 04/19/2003 ,497977, N925TT , LAX03LA163 
20030519X00689 , Instructional , United States ,Sri Lanka,6:30 AM,9:35 AM,3h 5m, 04/19/2003 ,514165, N3699S , CHI03LA158 
20030516X00681 , Instructional , United States ,Sri Lanka,8:05 AM,12:25 PM,4h 20m, 04/19/2003 ,522311, N5481D , CHI03LA145 
20030602X00749 , Personal , United States ,Sri Lanka,2:35 PM,3:25 PM,50m, 04/19/2003 ,505836, N24478 , DCA03WA037 
20030520X00703 , Instructional , United States ,Sri Lanka,6:30 AM,7:20 AM,50m, 04/18/2003 ,492773, N5431C , SEA03WA094 
20030710X01051 ,  , United States ,Sri Lanka,6:30 AM,7:20 AM,50m, 04/18/2003 ,523676, N2151J , DEN03LA097 
20030529X00741 , Aerial Application , United States ,Sri Lanka,1:55 PM,2:45 PM,50m, 04/18/2003 ,506274, N173DA , SEA03LA090 
20030516X00673 , Personal , United States ,Sri Lanka,4:35 PM,5:25 PM,50m, 04/18/2003 ,494026, N43682 , SEA03LA091 
20030516X00683 ,  , United States ,Sri Lanka,8:05 AM,8:55 AM,50m, 04/17/2003 ,498485, N9048T , LAX03LA194 
20030528X00736 , Business , United States ,Sudan,2:00 PM,8:10 PM,6h 10m, 04/17/2003 ,494306, N5921D , DEN03LA095 
20030522X00720 , Aerial Application , United States ,Sudan,3:00 PM,8:30 PM,5h 30m, 04/17/2003 ,528592, N766CC , LAX03LA178 
20030516X00682 , Instructional , United States ,Sudan,8:30 PM,10:10 AM,13h 40m, 04/17/2003 ,492531, C-GPIA , CHI03LA144 
20030516X00675 ,  , United States ,Sudan,7:00 PM,10:10 AM,15h 10m, 04/17/2003 ,500981, N2643C , FTW03LA164 
20030520X00693 , Personal , United States ,Sudan,2:00 PM,5:15 PM,3h 15m, 04/17/2003 ,513206, N4388P , DEN03LA093 
20030512X00642 ,  , United States ,Suriname,4:00 PM,8:10 PM,4h 10m, 04/16/2003 ,510328, N130SX , LAX03LA176 
20030516X00674 , Instructional , United States ,Swaziland,6:30 AM,10:40 AM,4h 10m, 04/16/2003 ,520693, N6024M , LAX03LA175 
20030515X00670 ,  , United States ,Swaziland,3:00 PM,8:10 PM,5h 10m, 04/16/2003 ,501789, N700H , LAX03TA174 
20030515X00667 , Personal , United States ,Swaziland,2:00 PM,8:30 PM,6h 30m, 04/16/2003 ,485782, N44528 , ATL03LA102 
20030528X00738 , Personal , United States ,Sweden,8:00 PM,10:10 AM,14h 10m, 04/15/2003 ,505307, N28MG , LAX03LA173 
20030519X00686 , Business , United States ,Sweden,9:00 PM,9:20 AM,12h 20m, 04/15/2003 ,486488, N43274 , LAX03LA172 
20030529X00742 ,  , United States ,Sweden,8:00 PM,8:50 PM,50m, 04/15/2003 ,507842, N75068 , LAX03LA171 
20030610X00832 , Personal , United States ,Sweden,5:00 PM,8:10 PM,3h 10m, 04/14/2003 ,496842, N46969 , DEN03LA092 
20030516X00684 , Public Aircraft , United States ,Sweden,6:00 AM,10:10 AM,4h 10m, 04/14/2003 ,505249, N805EH , DEN03LA091 
20030515X00672 , Personal , United States ,Sweden,6:00 AM,8:30 PM,14h 30m, 04/14/2003 ,492218, N70035 , ANC03LA054 
20030514X00664 , Personal , United States ,Sweden,5:30 PM,8:10 PM,2h 40m, 04/14/2003 ,498555, N105PP , FTW03LA170 
20030516X00679 , Personal , Mexico ,Sweden,5:00 PM,8:30 PM,3h 30m, 04/14/2003 ,498279, N29RV , NYC03IA117 
20030513X00646 , Personal , United States ,Sweden,8:30 AM,8:10 PM,11h 40m, 04/13/2003 ,506739, N141LG , SEA03FA089 
