FlightNumber,accm_txn_complete_time
20030908X01481 ,5/16/2022 0:00
20031212X02025 ,5/17/2022 0:00
20031027X01813 ,5/18/2022 0:00
20031008X01683 ,5/19/2022 0:00
20031230X02096 ,5/14/2022 0:00
20030910X01511 ,5/15/2022 0:00
20030827X01414 ,5/16/2022 0:00
20030827X01409 ,5/17/2022 0:00
20030822X01383 ,5/18/2022 0:00
20030821X01375 ,5/19/2022 0:00
20030821X01376 ,5/14/2022 0:00
20030821X01377 ,5/15/2022 0:00
20030818X01349 ,5/16/2022 0:00
20030903X01443 ,5/17/2022 0:00
20030903X01444 ,5/18/2022 0:00
20030908X01479 ,5/19/2022 0:00
20030912X01525 ,5/14/2022 0:00
20071218X01948 ,5/15/2022 0:00
20031006X01664 ,5/16/2022 0:00
20030917X01554 ,5/17/2022 0:00
20030903X01442 ,5/18/2022 0:00
20030905X01467 ,5/19/2022 0:00
20030829X01426 ,5/14/2022 0:00
20030822X01390 ,5/15/2022 0:00
20030826X01399 ,5/16/2022 0:00
20030819X01353 ,5/17/2022 0:00
20030819X01366 ,5/18/2022 0:00
20040102X00004 ,5/19/2022 0:00
20030820X01370 ,5/14/2022 0:00
20030822X01382 ,5/15/2022 0:00
20030815X01345 ,5/16/2022 0:00
20030904X01461 ,5/17/2022 0:00
20040105X00014 ,5/18/2022 0:00
20030815X01344 ,5/19/2022 0:00
20030822X01384 ,5/14/2022 0:00
20030911X01514 ,5/15/2022 0:00
20031015X01732 ,5/16/2022 0:00
20030814X01331 ,5/17/2022 0:00
20030903X01441 ,5/18/2022 0:00
20030822X01391 ,5/19/2022 0:00
20030822X01387 ,5/14/2022 0:00
20030826X01403 ,5/15/2022 0:00
20030814X01340 ,5/16/2022 0:00
20030905X01477 ,5/17/2022 0:00
20030909X01501 ,5/18/2022 0:00
20030814X01330 ,5/19/2022 0:00
20040122X00097 ,5/14/2022 0:00
20031017X01761 ,5/15/2022 0:00
20030815X01343 ,5/16/2022 0:00
20030818X01347 ,5/17/2022 0:00
20030813X01323 ,5/18/2022 0:00
20030829X01427 ,5/19/2022 0:00
20030811X01303 ,5/14/2022 0:00
20030812X01311 ,5/15/2022 0:00
20030811X01305 ,5/16/2022 0:00
20030811X01301 ,5/17/2022 0:00
20030814X01337 ,5/18/2022 0:00
20030814X01329 ,5/19/2022 0:00
20030811X01302 ,5/14/2022 0:00
20080506X00612 ,5/15/2022 0:00
20030814X01332 ,5/16/2022 0:00
20030814X01333 ,5/17/2022 0:00
20030814X01338 ,5/18/2022 0:00
20030818X01348 ,5/19/2022 0:00
20030812X01312 ,5/14/2022 0:00
20030812X01317 ,5/15/2022 0:00
20030813X01326 ,5/16/2022 0:00
20030811X01300 ,5/17/2022 0:00
20030829X01431 ,5/18/2022 0:00
20030815X01341 ,5/19/2022 0:00
20030811X01297 ,5/14/2022 0:00
20030813X01324 ,5/15/2022 0:00
20030813X01327 ,5/16/2022 0:00
20030822X01379 ,5/17/2022 0:00
20030819X01368 ,5/18/2022 0:00
20030829X01432 ,5/19/2022 0:00
20030912X01531 ,5/14/2022 0:00
20030912X01532 ,5/15/2022 0:00
20030820X01371 ,5/16/2022 0:00
20030819X01352 ,5/17/2022 0:00
20030811X01299 ,5/18/2022 0:00
20030812X01316 ,5/19/2022 0:00
20030807X01280 ,5/14/2022 0:00
20030807X01284 ,5/15/2022 0:00
20030812X01313 ,5/16/2022 0:00
20030909X01485 ,5/17/2022 0:00
20030808X01296 ,5/18/2022 0:00
20030811X01298 ,5/19/2022 0:00
20030808X01295 ,5/14/2022 0:00
20030815X01342 ,5/15/2022 0:00
20030814X01339 ,5/16/2022 0:00
20030812X01310 ,5/17/2022 0:00
20030812X01306 ,5/18/2022 0:00
20030808X01289 ,5/19/2022 0:00
20030805X01266 ,5/14/2022 0:00
20030808X01293 ,5/15/2022 0:00
20030805X01267 ,5/16/2022 0:00
20030805X01265 ,5/17/2022 0:00
20030805X01270 ,5/18/2022 0:00
20030804X01259 ,5/19/2022 0:00
20030807X01287 ,5/14/2022 0:00
20030808X01288 ,5/15/2022 0:00
20030807X01282 ,5/16/2022 0:00
20030813X01318 ,5/17/2022 0:00
20030903X01438 ,5/18/2022 0:00
20030818X01350 ,5/19/2022 0:00
20030819X01367 ,5/14/2022 0:00
20030813X01321 ,5/15/2022 0:00
20030806X01275 ,5/16/2022 0:00
20030807X01285 ,5/17/2022 0:00
20030819X01354 ,5/18/2022 0:00
20030912X01529 ,5/19/2022 0:00
20030822X01386 ,5/14/2022 0:00
20030808X01291 ,5/15/2022 0:00
20030806X01274 ,5/16/2022 0:00
20030805X01271 ,5/17/2022 0:00
20030813X01325 ,5/18/2022 0:00
20030812X01315 ,5/19/2022 0:00
20030820X01372 ,5/14/2022 0:00
20030805X01263 ,5/15/2022 0:00
20030804X01253 ,5/16/2022 0:00
20030801X01250 ,5/17/2022 0:00
20030902X01434 ,5/18/2022 0:00
20030917X01556 ,5/19/2022 0:00
20030731X01247 ,5/14/2022 0:00
20030804X01258 ,5/15/2022 0:00
20030729X01220 ,5/16/2022 0:00
20030730X01233 ,5/17/2022 0:00
20030730X01231 ,5/18/2022 0:00
20030909X01490 ,5/19/2022 0:00
20030730X01232 ,5/14/2022 0:00
20030730X01224 ,5/15/2022 0:00
20030730X01230 ,5/16/2022 0:00
20030805X01261 ,5/17/2022 0:00
20030731X01246 ,5/18/2022 0:00
20030730X01234 ,5/19/2022 0:00
20030729X01214 ,5/14/2022 0:00
20030929X01611 ,5/15/2022 0:00
20030822X01385 ,5/16/2022 0:00
20030729X01211 ,5/17/2022 0:00
20030731X01239 ,5/18/2022 0:00
20030731X01241 ,5/19/2022 0:00
20030730X01228 ,5/14/2022 0:00
20030807X01277 ,5/15/2022 0:00
20030730X01223 ,5/16/2022 0:00
20030729X01219 ,5/17/2022 0:00
20030730X01235 ,5/18/2022 0:00
20030729X01212 ,5/19/2022 0:00
20030801X01249 ,5/14/2022 0:00
20030805X01262 ,5/15/2022 0:00
20031006X01660 ,5/16/2022 0:00
20030910X01510 ,5/17/2022 0:00
20030911X01515 ,5/18/2022 0:00
20030911X01516 ,5/19/2022 0:00
20031017X01751 ,5/14/2022 0:00
20030805X01264 ,5/15/2022 0:00
20030729X01213 ,5/16/2022 0:00
20030725X01199 ,5/17/2022 0:00
20030729X01218 ,5/18/2022 0:00
20030730X01226 ,5/19/2022 0:00
20030807X01278 ,5/14/2022 0:00
20030806X01273 ,5/15/2022 0:00
20030807X01281 ,5/16/2022 0:00
20030807X01279 ,5/17/2022 0:00
20030725X01198 ,5/18/2022 0:00
20030724X01187 ,5/19/2022 0:00
20030813X01319 ,5/14/2022 0:00
20030902X01433 ,5/15/2022 0:00
20030724X01192 ,5/16/2022 0:00
20030729X01209 ,5/17/2022 0:00
20030729X01216 ,5/18/2022 0:00
20030724X01181 ,5/19/2022 0:00
20030724X01182 ,5/14/2022 0:00
20030808X01294 ,5/15/2022 0:00
20030730X01227 ,5/16/2022 0:00
20030725X01200 ,5/17/2022 0:00
20030725X01194 ,5/18/2022 0:00
20030728X01202 ,5/19/2022 0:00
20030804X01254 ,5/14/2022 0:00
20030804X01256 ,5/15/2022 0:00
20030806X01276 ,5/16/2022 0:00
20030804X01252 ,5/17/2022 0:00
20030814X01335 ,5/18/2022 0:00
20030929X01610 ,5/19/2022 0:00
20030804X01255 ,5/14/2022 0:00
20030723X01180 ,5/15/2022 0:00
20030724X01190 ,5/16/2022 0:00
20030724X01188 ,5/17/2022 0:00
20030728X01201 ,5/18/2022 0:00
20030728X01207 ,5/19/2022 0:00
20030724X01183 ,5/14/2022 0:00
20030724X01184 ,5/15/2022 0:00
20030722X01171 ,5/16/2022 0:00
20030722X01172 ,5/17/2022 0:00
20040915X01431 ,5/18/2022 0:00
20040915X01432 ,5/19/2022 0:00
20030729X01208 ,5/14/2022 0:00
20030725X01196 ,5/15/2022 0:00
20030729X01217 ,5/16/2022 0:00
20030722X01169 ,5/17/2022 0:00
20030804X01260 ,5/18/2022 0:00
20030909X01486 ,5/19/2022 0:00
20070209X00163 ,5/14/2022 0:00
20030722X01170 ,5/15/2022 0:00
20030722X01163 ,5/16/2022 0:00
20030725X01197 ,5/17/2022 0:00
20030723X01178 ,5/18/2022 0:00
20030725X01193 ,5/19/2022 0:00
20031212X02026 ,5/14/2022 0:00
20030821X01378 ,5/15/2022 0:00
20030813X01322 ,5/16/2022 0:00
20030724X01189 ,5/17/2022 0:00
20030729X01215 ,5/18/2022 0:00
20030722X01165 ,5/19/2022 0:00
20030718X01148 ,5/14/2022 0:00
20030721X01157 ,5/15/2022 0:00
20030807X01283 ,5/16/2022 0:00
20030929X01612 ,5/17/2022 0:00
20030812X01308 ,5/18/2022 0:00
20030915X01533 ,5/19/2022 0:00
20050415X00461 ,5/14/2022 0:00
20030929X01609 ,5/15/2022 0:00
20030718X01153 ,5/16/2022 0:00
20030718X01139 ,5/17/2022 0:00
20030718X01142 ,5/18/2022 0:00
20030722X01166 ,5/19/2022 0:00
20030722X01164 ,5/14/2022 0:00
20030731X01236 ,5/15/2022 0:00
20030724X01186 ,5/16/2022 0:00
20030827X01417 ,5/17/2022 0:00
20030718X01152 ,5/18/2022 0:00
20030716X01112 ,5/19/2022 0:00
20040318X00334 ,5/14/2022 0:00
20030716X01115 ,5/15/2022 0:00
20030716X01117 ,5/16/2022 0:00
20030718X01154 ,5/17/2022 0:00
20030718X01145 ,5/18/2022 0:00
20030717X01137 ,5/19/2022 0:00
20030717X01138 ,5/14/2022 0:00
20030714X01103 ,5/15/2022 0:00
20030718X01141 ,5/16/2022 0:00
20030814X01336 ,5/17/2022 0:00
20030806X01272 ,5/18/2022 0:00
20030723X01177 ,5/19/2022 0:00
20030909X01487 ,5/14/2022 0:00
20030731X01238 ,5/15/2022 0:00
20030811X01304 ,5/16/2022 0:00
20030717X01134 ,5/17/2022 0:00
20030717X01133 ,5/18/2022 0:00
20030729X01221 ,5/19/2022 0:00
20030718X01144 ,5/14/2022 0:00
20030718X01146 ,5/15/2022 0:00
20030718X01147 ,5/16/2022 0:00
20030718X01151 ,5/17/2022 0:00
20030718X01149 ,5/18/2022 0:00
20030731X01245 ,5/19/2022 0:00
20030725X01195 ,5/14/2022 0:00
20030728X01203 ,5/15/2022 0:00
20030714X01102 ,5/16/2022 0:00
20030717X01132 ,5/17/2022 0:00
20080512X00654 ,5/18/2022 0:00
20030717X01129 ,5/19/2022 0:00
20030814X01334 ,5/14/2022 0:00
20030714X01087 ,5/15/2022 0:00
20030718X01150 ,5/16/2022 0:00
20030721X01155 ,5/17/2022 0:00
20030717X01127 ,5/18/2022 0:00
20030716X01113 ,5/19/2022 0:00
20030716X01114 ,5/14/2022 0:00
20030716X01116 ,5/15/2022 0:00
20030717X01135 ,5/16/2022 0:00
20030714X01082 ,5/17/2022 0:00
20030710X01058 ,5/18/2022 0:00
20030710X01059 ,5/19/2022 0:00
20030714X01104 ,5/14/2022 0:00
20040819X01260 ,5/15/2022 0:00
20031001X01635 ,5/16/2022 0:00
20030710X01066 ,5/17/2022 0:00
20030711X01067 ,5/18/2022 0:00
20030714X01085 ,5/19/2022 0:00
20030715X01110 ,5/14/2022 0:00
20030716X01119 ,5/15/2022 0:00
20030716X01120 ,5/16/2022 0:00
20030715X01109 ,5/17/2022 0:00
20030714X01084 ,5/18/2022 0:00
20030711X01070 ,5/19/2022 0:00
20030710X01062 ,5/14/2022 0:00
20030709X01048 ,5/15/2022 0:00
20030709X01049 ,5/16/2022 0:00
20030717X01136 ,5/17/2022 0:00
20030731X01242 ,5/18/2022 0:00
20040528X00691 ,5/19/2022 0:00
20030728X01205 ,5/14/2022 0:00
20031107X01872 ,5/15/2022 0:00
20030721X01156 ,5/16/2022 0:00
20030722X01168 ,5/17/2022 0:00
20030709X01047 ,5/18/2022 0:00
20030708X01039 ,5/19/2022 0:00
20030708X01040 ,5/14/2022 0:00
20030714X01078 ,5/15/2022 0:00
20030714X01096 ,5/16/2022 0:00
20030714X01100 ,5/17/2022 0:00
20030710X01060 ,5/18/2022 0:00
20030710X01061 ,5/19/2022 0:00
20030710X01065 ,5/14/2022 0:00
20030708X01041 ,5/15/2022 0:00
20030708X01038 ,5/16/2022 0:00
20030708X01031 ,5/17/2022 0:00
20030805X01268 ,5/18/2022 0:00
20030730X01225 ,5/19/2022 0:00
20030716X01118 ,5/14/2022 0:00
20030715X01111 ,5/15/2022 0:00
20030717X01128 ,5/16/2022 0:00
20030723X01176 ,5/17/2022 0:00
20030711X01074 ,5/18/2022 0:00
20030712X01075 ,5/19/2022 0:00
20030712X01076 ,5/14/2022 0:00
20030710X01063 ,5/15/2022 0:00
20030714X01101 ,5/16/2022 0:00
20030714X01094 ,5/17/2022 0:00
20030714X01095 ,5/18/2022 0:00
20030714X01097 ,5/19/2022 0:00
20030714X01098 ,5/14/2022 0:00
20030714X01099 ,5/15/2022 0:00
20030714X01089 ,5/16/2022 0:00
20030708X01037 ,5/17/2022 0:00
20030708X01035 ,5/18/2022 0:00
20031205X02003 ,5/19/2022 0:00
20030805X01269 ,5/14/2022 0:00
20030903X01439 ,5/15/2022 0:00
20030709X01044 ,5/16/2022 0:00
20030703X01018 ,5/17/2022 0:00
20030707X01024 ,5/18/2022 0:00
20030714X01088 ,5/19/2022 0:00
20030710X01064 ,5/14/2022 0:00
20030710X01056 ,5/15/2022 0:00
20030731X01237 ,5/16/2022 0:00
20030717X01121 ,5/17/2022 0:00
20030718X01140 ,5/18/2022 0:00
20030710X01055 ,5/19/2022 0:00
20030707X01020 ,5/14/2022 0:00
20030707X01021 ,5/15/2022 0:00
20030707X01030 ,5/16/2022 0:00
20030709X01045 ,5/17/2022 0:00
20030708X01036 ,5/18/2022 0:00
20030822X01380 ,5/19/2022 0:00
20030707X01027 ,5/14/2022 0:00
20030701X00985 ,5/15/2022 0:00
20030701X00973 ,5/16/2022 0:00
20030909X01484 ,5/17/2022 0:00
20030722X01173 ,5/18/2022 0:00
20030722X01174 ,5/19/2022 0:00
20030702X01009 ,5/14/2022 0:00
20030707X01022 ,5/15/2022 0:00
20030707X01023 ,5/16/2022 0:00
20030707X01019 ,5/17/2022 0:00
20030708X01043 ,5/18/2022 0:00
20030703X01016 ,5/19/2022 0:00
20030703X01017 ,5/14/2022 0:00
20030714X01077 ,5/15/2022 0:00
20030714X01086 ,5/16/2022 0:00
20030718X01143 ,5/17/2022 0:00
20030701X00993 ,5/18/2022 0:00
20030701X00994 ,5/19/2022 0:00
20030702X01001 ,5/14/2022 0:00
20030702X01002 ,5/15/2022 0:00
20030701X00986 ,5/16/2022 0:00
20030701X00988 ,5/17/2022 0:00
20030701X00989 ,5/18/2022 0:00
20030701X00990 ,5/19/2022 0:00
20031009X01686 ,5/14/2022 0:00
20030701X00991 ,5/15/2022 0:00
20030728X01206 ,5/16/2022 0:00
20030728X01204 ,5/17/2022 0:00
20030731X01244 ,5/18/2022 0:00
20030819X01361 ,5/19/2022 0:00
20030701X00984 ,5/14/2022 0:00
20030715X01108 ,5/15/2022 0:00
20030702X01007 ,5/16/2022 0:00
20030701X00996 ,5/17/2022 0:00
20030703X01015 ,5/18/2022 0:00
20030827X01420 ,5/19/2022 0:00
20030702X01013 ,5/14/2022 0:00
20030714X01079 ,5/15/2022 0:00
20030730X01229 ,5/16/2022 0:00
20030702X01005 ,5/17/2022 0:00
20030715X01107 ,5/18/2022 0:00
20030701X00977 ,5/19/2022 0:00
20030701X00987 ,5/14/2022 0:00
20030707X01025 ,5/15/2022 0:00
20030912X01530 ,5/16/2022 0:00
20030701X00979 ,5/17/2022 0:00
20030702X01006 ,5/18/2022 0:00
20030702X01008 ,5/19/2022 0:00
20030702X01000 ,5/14/2022 0:00
20030701X00975 ,5/15/2022 0:00
20030626X00960 ,5/16/2022 0:00
20030711X01069 ,5/17/2022 0:00
20030714X01090 ,5/18/2022 0:00
20030714X01093 ,5/19/2022 0:00
20030710X01054 ,5/14/2022 0:00
20030626X00961 ,5/15/2022 0:00
20030701X00974 ,5/16/2022 0:00
20030715X01106 ,5/17/2022 0:00
20030701X00983 ,5/18/2022 0:00
20030701X00997 ,5/19/2022 0:00
20030702X00998 ,5/14/2022 0:00
20030714X01083 ,5/15/2022 0:00
20030708X01042 ,5/16/2022 0:00
20030711X01073 ,5/17/2022 0:00
20030902X01435 ,5/18/2022 0:00
20031003X01656 ,5/19/2022 0:00
20030722X01175 ,5/14/2022 0:00
20030724X01191 ,5/15/2022 0:00
20030624X00936 ,5/16/2022 0:00
20030821X01373 ,5/17/2022 0:00
20030714X01091 ,5/18/2022 0:00
20030625X00953 ,5/19/2022 0:00
20030701X00980 ,5/14/2022 0:00
20030701X00978 ,5/15/2022 0:00
20030626X00962 ,5/16/2022 0:00
20030627X00966 ,5/17/2022 0:00
20030627X00967 ,5/18/2022 0:00
20030625X00957 ,5/19/2022 0:00
20030624X00948 ,5/14/2022 0:00
20030723X01179 ,5/15/2022 0:00
20030626X00959 ,5/16/2022 0:00
20030623X00928 ,5/17/2022 0:00
20030819X01360 ,5/18/2022 0:00
20030702X01010 ,5/19/2022 0:00
20030624X00935 ,5/14/2022 0:00
20030624X00939 ,5/15/2022 0:00
20030624X00940 ,5/16/2022 0:00
20030714X01092 ,5/17/2022 0:00
20030710X01050 ,5/18/2022 0:00
20030624X00947 ,5/19/2022 0:00
20030702X00999 ,5/14/2022 0:00
20030627X00969 ,5/15/2022 0:00
20030626X00963 ,5/16/2022 0:00
20030626X00965 ,5/17/2022 0:00
20030702X01012 ,5/18/2022 0:00
20030620X00919 ,5/19/2022 0:00
20030624X00937 ,5/14/2022 0:00
20030731X01243 ,5/15/2022 0:00
20030707X01026 ,5/16/2022 0:00
20030619X00914 ,5/17/2022 0:00
20030620X00915 ,5/18/2022 0:00
20030624X00943 ,5/19/2022 0:00
20030701X00976 ,5/14/2022 0:00
20030707X01028 ,5/15/2022 0:00
20030624X00949 ,5/16/2022 0:00
20030625X00951 ,5/17/2022 0:00
20030619X00911 ,5/18/2022 0:00
20030623X00934 ,5/19/2022 0:00
20030620X00916 ,5/14/2022 0:00
20030623X00927 ,5/15/2022 0:00
20030620X00925 ,5/16/2022 0:00
20030620X00926 ,5/17/2022 0:00
20030620X00917 ,5/18/2022 0:00
20030620X00918 ,5/19/2022 0:00
20030618X00900 ,5/14/2022 0:00
20030808X01292 ,5/15/2022 0:00
20030701X00992 ,5/16/2022 0:00
20030701X00982 ,5/17/2022 0:00
20030717X01122 ,5/18/2022 0:00
20030711X01068 ,5/19/2022 0:00
20030731X01240 ,5/14/2022 0:00
20030804X01251 ,5/15/2022 0:00
20030701X00981 ,5/16/2022 0:00
20030626X00964 ,5/17/2022 0:00
20030630X00970 ,5/18/2022 0:00
20030711X01072 ,5/19/2022 0:00
20030618X00898 ,5/14/2022 0:00
20030617X00884 ,5/15/2022 0:00
20030618X00891 ,5/16/2022 0:00
20030618X00892 ,5/17/2022 0:00
20030620X00924 ,5/18/2022 0:00
20030623X00932 ,5/19/2022 0:00
20030618X00899 ,5/14/2022 0:00
20030618X00905 ,5/15/2022 0:00
20030618X00906 ,5/16/2022 0:00
20030701X00995 ,5/17/2022 0:00
20030813X01320 ,5/18/2022 0:00
20030702X01004 ,5/19/2022 0:00
20030703X01014 ,5/14/2022 0:00
20030819X01351 ,5/15/2022 0:00
20030618X00907 ,5/16/2022 0:00
20030618X00904 ,5/17/2022 0:00
20030623X00931 ,5/18/2022 0:00
20030618X00893 ,5/19/2022 0:00
20030618X00894 ,5/14/2022 0:00
20030618X00897 ,5/15/2022 0:00
20030617X00885 ,5/16/2022 0:00
20030617X00887 ,5/17/2022 0:00
20030616X00881 ,5/18/2022 0:00
20030624X00941 ,5/19/2022 0:00
20030624X00942 ,5/14/2022 0:00
20030925X01598 ,5/15/2022 0:00
20030620X00920 ,5/16/2022 0:00
20030620X00921 ,5/17/2022 0:00
20030618X00896 ,5/18/2022 0:00
20030613X00872 ,5/19/2022 0:00
20030616X00877 ,5/14/2022 0:00
20030616X00879 ,5/15/2022 0:00
20030616X00880 ,5/16/2022 0:00
20030623X00933 ,5/17/2022 0:00
20030618X00903 ,5/18/2022 0:00
20030619X00908 ,5/19/2022 0:00
20030711X01071 ,5/14/2022 0:00
20030625X00954 ,5/15/2022 0:00
20030625X00956 ,5/16/2022 0:00
20030624X00944 ,5/17/2022 0:00
20030625X00952 ,5/18/2022 0:00
20031009X01685 ,5/19/2022 0:00
20030710X01057 ,5/14/2022 0:00
20030618X00902 ,5/15/2022 0:00
20030620X00922 ,5/16/2022 0:00
20030623X00930 ,5/17/2022 0:00
20030611X00855 ,5/18/2022 0:00
20030612X00859 ,5/19/2022 0:00
20030616X00873 ,5/14/2022 0:00
20030617X00889 ,5/15/2022 0:00
20030624X00950 ,5/16/2022 0:00
20030702X01003 ,5/17/2022 0:00
20030617X00883 ,5/18/2022 0:00
20030617X00888 ,5/19/2022 0:00
20030612X00864 ,5/14/2022 0:00
20030611X00852 ,5/15/2022 0:00
20030611X00847 ,5/16/2022 0:00
20030610X00842 ,5/17/2022 0:00
20030618X00901 ,5/18/2022 0:00
20030610X00841 ,5/19/2022 0:00
20030611X00846 ,5/14/2022 0:00
20030612X00860 ,5/15/2022 0:00
20030611X00854 ,5/16/2022 0:00
20030612X00867 ,5/17/2022 0:00
20030613X00871 ,5/18/2022 0:00
20030617X00886 ,5/19/2022 0:00
20030616X00876 ,5/14/2022 0:00
20030620X00923 ,5/15/2022 0:00
20030710X01052 ,5/16/2022 0:00
20030710X01053 ,5/17/2022 0:00
20030610X00827 ,5/18/2022 0:00
20030610X00829 ,5/19/2022 0:00
20030610X00835 ,5/14/2022 0:00
20030612X00857 ,5/15/2022 0:00
20030616X00878 ,5/16/2022 0:00
20030612X00861 ,5/17/2022 0:00
20030610X00840 ,5/18/2022 0:00
20030611X00849 ,5/19/2022 0:00
20030609X00818 ,5/14/2022 0:00
20030609X00820 ,5/15/2022 0:00
20030611X00850 ,5/16/2022 0:00
20030611X00848 ,5/17/2022 0:00
20030610X00843 ,5/18/2022 0:00
20030610X00839 ,5/19/2022 0:00
20030610X00830 ,5/14/2022 0:00
20030625X00955 ,5/15/2022 0:00
20030624X00946 ,5/16/2022 0:00
20030630X00971 ,5/17/2022 0:00
20030619X00910 ,5/18/2022 0:00
20030624X00945 ,5/19/2022 0:00
20030610X00837 ,5/14/2022 0:00
20030610X00844 ,5/15/2022 0:00
20030611X00851 ,5/16/2022 0:00
20030616X00874 ,5/17/2022 0:00
20030611X00856 ,5/18/2022 0:00
20030610X00834 ,5/19/2022 0:00
20030606X00807 ,5/14/2022 0:00
20030605X00805 ,5/15/2022 0:00
20030611X00853 ,5/16/2022 0:00
20030610X00845 ,5/17/2022 0:00
20030612X00866 ,5/18/2022 0:00
20030617X00882 ,5/19/2022 0:00
20030606X00813 ,5/14/2022 0:00
20030606X00808 ,5/15/2022 0:00
20030609X00816 ,5/16/2022 0:00
20030604X00779 ,5/17/2022 0:00
20030605X00789 ,5/18/2022 0:00
20030729X01210 ,5/19/2022 0:00
20030605X00797 ,5/14/2022 0:00
20030605X00786 ,5/15/2022 0:00
20030603X00768 ,5/16/2022 0:00
20030605X00806 ,5/17/2022 0:00
20030612X00862 ,5/18/2022 0:00
20030610X00828 ,5/19/2022 0:00
20030619X00909 ,5/14/2022 0:00
20030610X00838 ,5/15/2022 0:00
20030610X00836 ,5/16/2022 0:00
20030609X00822 ,5/17/2022 0:00
20030609X00825 ,5/18/2022 0:00
20030617X00890 ,5/19/2022 0:00
20030606X00814 ,5/14/2022 0:00
20030605X00803 ,5/15/2022 0:00
20030603X00769 ,5/16/2022 0:00
20030602X00755 ,5/17/2022 0:00
20030603X00777 ,5/18/2022 0:00
20030605X00791 ,5/19/2022 0:00
20030605X00793 ,5/14/2022 0:00
20030605X00795 ,5/15/2022 0:00
20040408X00429 ,5/16/2022 0:00
20030605X00792 ,5/17/2022 0:00
20030605X00790 ,5/18/2022 0:00
20030605X00798 ,5/19/2022 0:00
20030603X00778 ,5/14/2022 0:00
20030603X00772 ,5/15/2022 0:00
20030606X00812 ,5/16/2022 0:00
20030612X00858 ,5/17/2022 0:00
20030612X00863 ,5/18/2022 0:00
20030609X00824 ,5/19/2022 0:00
20030619X00912 ,5/14/2022 0:00
20030610X00833 ,5/15/2022 0:00
20030606X00811 ,5/16/2022 0:00
20030603X00760 ,5/17/2022 0:00
20030604X00781 ,5/18/2022 0:00
20030604X00782 ,5/19/2022 0:00
20030603X00767 ,5/14/2022 0:00
20030605X00799 ,5/15/2022 0:00
20030605X00801 ,5/16/2022 0:00
20030605X00787 ,5/17/2022 0:00
20030605X00783 ,5/18/2022 0:00
20030603X00770 ,5/19/2022 0:00
20030605X00802 ,5/14/2022 0:00
20030606X00809 ,5/15/2022 0:00
20030606X00810 ,5/16/2022 0:00
20030603X00766 ,5/17/2022 0:00
20030528X00735 ,5/18/2022 0:00
20030605X00785 ,5/19/2022 0:00
20030527X00730 ,5/14/2022 0:00
20030530X00744 ,5/15/2022 0:00
20030603X00771 ,5/16/2022 0:00
20030603X00762 ,5/17/2022 0:00
20030603X00756 ,5/18/2022 0:00
20030605X00794 ,5/19/2022 0:00
20030610X00831 ,5/14/2022 0:00
20030722X01167 ,5/15/2022 0:00
20030609X00826 ,5/16/2022 0:00
20030605X00796 ,5/17/2022 0:00
20030529X00740 ,5/18/2022 0:00
20030602X00753 ,5/19/2022 0:00
20030603X00765 ,5/14/2022 0:00
20030603X00775 ,5/15/2022 0:00
20030527X00728 ,5/16/2022 0:00
20030530X00745 ,5/17/2022 0:00
20030527X00731 ,5/18/2022 0:00
20030603X00773 ,5/19/2022 0:00
20030603X00763 ,5/14/2022 0:00
20030605X00788 ,5/15/2022 0:00
20030605X00784 ,5/16/2022 0:00
20030603X00761 ,5/17/2022 0:00
20030603X00774 ,5/18/2022 0:00
20030603X00757 ,5/19/2022 0:00
20030605X00804 ,5/14/2022 0:00
20030523X00724 ,5/15/2022 0:00
20030616X00875 ,5/16/2022 0:00
20030528X00732 ,5/17/2022 0:00
20030530X00748 ,5/18/2022 0:00
20030603X00776 ,5/19/2022 0:00
20030630X00972 ,5/14/2022 0:00
20030602X00752 ,5/15/2022 0:00
20030605X00800 ,5/16/2022 0:00
20030609X00819 ,5/17/2022 0:00
20030530X00746 ,5/18/2022 0:00
20030523X00722 ,5/19/2022 0:00
20030522X00716 ,5/14/2022 0:00
20030602X00754 ,5/15/2022 0:00
20030530X00743 ,5/16/2022 0:00
20030602X00751 ,5/17/2022 0:00
20030604X00780 ,5/18/2022 0:00
20030521X00709 ,5/19/2022 0:00
20030521X00710 ,5/14/2022 0:00
20030520X00705 ,5/15/2022 0:00
20030520X00706 ,5/16/2022 0:00
20030523X00723 ,5/17/2022 0:00
20030527X00729 ,5/18/2022 0:00
20030522X00719 ,5/19/2022 0:00
20030530X00747 ,5/14/2022 0:00
20030528X00737 ,5/15/2022 0:00
20030523X00721 ,5/16/2022 0:00
20030521X00712 ,5/17/2022 0:00
20030520X00698 ,5/18/2022 0:00
20030520X00699 ,5/19/2022 0:00
20030520X00700 ,5/14/2022 0:00
20030520X00701 ,5/15/2022 0:00
20030519X00690 ,5/16/2022 0:00
20030520X00695 ,5/17/2022 0:00
20030603X00758 ,5/18/2022 0:00
20030603X00759 ,5/19/2022 0:00
20030603X00764 ,5/14/2022 0:00
20030520X00696 ,5/15/2022 0:00
20030520X00697 ,5/16/2022 0:00
20030520X00704 ,5/17/2022 0:00
20030522X00715 ,5/18/2022 0:00
20030523X00725 ,5/19/2022 0:00
20030527X00726 ,5/14/2022 0:00
20030527X00727 ,5/15/2022 0:00
20030609X00823 ,5/16/2022 0:00
20030522X00718 ,5/17/2022 0:00
20030521X00707 ,5/18/2022 0:00
