AccidentNumber,Date,WeatherCondition,InjurySeverity,AircraftDamage,LocationID
 CHI03LA288 , 08/25/2003 , VMC , Non-Fatal , Substantial ,121274
 LAX03LA265 , 08/25/2003 , VMC , Non-Fatal , Substantial ,25792
 FTW03LA203 , 08/25/2003 , VMC , Non-Fatal , Substantial ,9937
 FTW03LA204 , 08/25/2003 , VMC , Non-Fatal , Substantial ,70944
 LAX03CA264 , 08/25/2003 , VMC , Non-Fatal , Substantial ,2386
 LAX03CA263 , 08/25/2003 , VMC , Non-Fatal , Substantial ,42121
 LAX03CA266 , 08/24/2003 , VMC , Non-Fatal , Substantial ,507
 LAX03LA262 , 08/24/2003 , VMC , Non-Fatal , Substantial ,2217
 CHI03LA283 , 08/24/2003 , VMC , Non-Fatal , Substantial ,86621
 MIA03IA168 , 08/24/2003 , VMC , Incident , Minor ,47381
 ANC03LA102 , 08/24/2003 , VMC , Non-Fatal , Substantial ,5531
 SEA03LA176 , 08/24/2003 , VMC , Non-Fatal , Substantial ,667
 CHI03LA285 , 08/24/2003 , VMC , Non-Fatal , Substantial ,28448
 NYC03FA180 , 08/24/2003 , VMC , Fatal(1) , Destroyed ,97460
 CHI03LA297 , 08/24/2003 , VMC , Non-Fatal , Substantial ,77694
 CHI03LA280 , 08/23/2003 , VMC , Non-Fatal , Substantial ,7551
 SEA03LA177 , 08/23/2003 , VMC , Non-Fatal , Substantial ,87071
 NYC03LA181 , 08/23/2003 , VMC , Non-Fatal , Substantial ,15001
 CHI03LA265 , 08/23/2003 , VMC , Non-Fatal , Substantial ,89441
 FTW03LA206 , 08/23/2003 , VMC , Non-Fatal , Substantial ,109015
 CHI03LA281 , 08/23/2003 , VMC , Non-Fatal , Substantial ,94535
 CHI03LA282 , 08/23/2003 , VMC , Fatal(1) , Substantial ,45737
 MIA03LA170 , 08/23/2003 , VMC , Non-Fatal , Substantial ,94888
 DEN03IA147 , 08/23/2003 , VMC , Incident , Minor ,14783
 CHI03LA327 , 08/23/2003 , VMC , Non-Fatal , Substantial ,126955
 FTW03LA235 , 08/23/2003 , VMC , Non-Fatal , Substantial ,102994
 NYC03CA182 , 08/23/2003 , VMC , Non-Fatal , Substantial ,79004
 LAX03CA261 , 08/22/2003 , VMC , Non-Fatal , Substantial ,76510
 FTW03CA205 , 08/22/2003 , VMC , Non-Fatal , Substantial ,100968
 CHI03FA284A , 08/22/2003 , VMC , Fatal(3) , Destroyed ,17077
 CHI03FA284B , 08/22/2003 , VMC , Fatal(3) , Destroyed ,15179
 CHI03LA287 , 08/22/2003 , VMC , Non-Fatal , Substantial ,75398
 CHI03LA289 , 08/22/2003 , VMC , Non-Fatal , Substantial ,129435
 ATL03LA132 , 08/22/2003 , VMC , Non-Fatal , Substantial ,106742
 LAX03LA260 , 08/22/2003 , VMC , Non-Fatal , Substantial ,1737
 ANC03LA101 , 08/22/2003 , VMC , Non-Fatal , Substantial ,26891
 CHI03LA209 , 08/22/2003 , VMC , Non-Fatal , Substantial ,109064
 MIA03FA167 , 08/21/2003 , VMC , Fatal(2) , Destroyed ,66234
 CHI03FA277 , 08/21/2003 , VMC , Non-Fatal , Substantial ,79763
 ANC03LA098 , 08/21/2003 , VMC , Non-Fatal , Substantial ,89261
 ANC03LA100 , 08/21/2003 , VMC , Non-Fatal , Substantial ,94173
 DEN03LA146 , 08/21/2003 , VMC , Non-Fatal , Substantial ,2599
 CHI03LA292 , 08/21/2003 , VMC , Non-Fatal , Substantial ,85609
 MIA03WA178 , 08/21/2003 , VMC , Non-Fatal , Substantial ,3095
 FTW03WA221 , 08/21/2003 , VMC , Non-Fatal , Substantial ,47367
 SEA03LA174 , 08/20/2003 , VMC , Non-Fatal , Substantial ,23317
 SEA03LA175 , 08/20/2003 , VMC , Non-Fatal , Substantial ,111391
 MIA03LA166 , 08/20/2003 , VMC , Non-Fatal , Substantial ,37192
 CHI03LA275 , 08/20/2003 , VMC , Non-Fatal , Substantial ,59742
 CHI03LA274 , 08/20/2003 , VMC , Non-Fatal , Substantial ,61764
 FTW03LA199 , 08/20/2003 , VMC , Non-Fatal , Substantial ,39359
 CHI03LA267 , 08/19/2003 , VMC , Non-Fatal , Substantial ,38614
 CHI03LA271 , 08/19/2003 , VMC , Non-Fatal , Substantial ,74390
 CHI03LA278 , 08/19/2003 , VMC , Fatal(1) , Destroyed ,852
 CHI03LA268 , 08/19/2003 , VMC , Non-Fatal , Destroyed ,87533
 CHI03LA273 , 08/19/2003 , VMC , Non-Fatal , Destroyed ,64033
 CHI03LA276 , 08/19/2003 , VMC , Non-Fatal , Substantial ,32133
 FTW03LA197 , 08/19/2003 , VMC , Non-Fatal , Substantial ,128673
 ATL03LA130 , 08/19/2003 , VMC , Non-Fatal , Substantial ,123157
 CHI03IA293 , 08/19/2003 , VMC , Incident , Minor ,88619
 LAX03LA304 , 08/19/2003 , VMC , Non-Fatal , Substantial ,52644
 CHI03LA272 , 08/19/2003 , VMC , Non-Fatal , Substantial ,70464
 IAD03CA071 , 08/19/2003 , VMC , Non-Fatal , Substantial ,66640
 FTW03CA201 , 08/18/2003 , VMC , Non-Fatal , Substantial ,97125
 ANC03CA097 , 08/18/2003 , VMC , Non-Fatal , Substantial ,3696
 LAX03IA259 , 08/18/2003 , VMC , Incident , Minor ,49299
 ATL03LA129 , 08/18/2003 , VMC , Non-Fatal , Substantial ,90013
 MIA03LA163 , 08/18/2003 , VMC , Non-Fatal , Substantial ,5011
 ATL03FA128 , 08/17/2003 , VMC , Fatal(2) , Destroyed ,96591
 ATL03FA127 , 08/17/2003 , VMC , Fatal(2) , Destroyed ,5631
 ANC03FA096 , 08/17/2003 , VMC , Fatal(2) , Substantial ,15318
 ANC03LA095 , 08/17/2003 , VMC , Non-Fatal , Substantial ,107368
 SEA03LA171 , 08/17/2003 , VMC , Non-Fatal , Substantial ,70302
 SEA03LA172 , 08/17/2003 , VMC , Non-Fatal , Substantial ,77133
 NYC03LA178 , 08/17/2003 , VMC , Non-Fatal , Substantial ,51704
 ANC03FAMS1 , 08/17/2003 ,  , Fatal(2) , Destroyed ,117452
 ENG04WA004 , 08/17/2003 , VMC , Unavailable , Destroyed ,104630
 FTW03WA218 , 08/16/2003 , VMC , Fatal(1) , Substantial ,84983
 NYC03CA179 , 08/16/2003 , VMC , Non-Fatal , Substantial ,115709
 SEA03LA170 , 08/16/2003 , VMC , Fatal(1) , Substantial ,119041
 NYC03LA177 , 08/16/2003 , VMC , Non-Fatal ,  ,72260
 FTW03LA202 , 08/16/2003 , VMC , Non-Fatal , Substantial ,62921
 CHI03LA269 , 08/16/2003 , VMC , Fatal(2) , Destroyed ,32673
 MIA03LA162A , 08/16/2003 , VMC , Non-Fatal , Substantial ,11872
 MIA03LA162B , 08/16/2003 , VMC , Non-Fatal , Substantial ,121399
 DEN03LA144 , 08/16/2003 , VMC , Non-Fatal , Substantial ,62509
 CHI03LA266 , 08/16/2003 , VMC , Non-Fatal , Substantial ,115499
 CHI03LA328 , 08/16/2003 , VMC , Non-Fatal , Substantial ,68324
 CHI03LA270 , 08/15/2003 , VMC , Non-Fatal , Substantial ,8011
 FTW03LA196 , 08/15/2003 , VMC , Non-Fatal , Substantial ,112973
 CHI03LA262 , 08/15/2003 , VMC , Non-Fatal , Destroyed ,105744
 ANC03LA099 , 08/15/2003 , VMC , Non-Fatal , Substantial ,30373
 ATL04WA043 , 08/15/2003 , VMC , Non-Fatal , Substantial ,106781
 CHI03LA261 , 08/14/2003 , VMC , Non-Fatal , Substantial ,120036
 MIA03WA164 , 08/14/2003 , VMC , Non-Fatal , Substantial ,58272
 MIA03CA165 , 08/13/2003 , VMC , Non-Fatal , Substantial ,2396
 ANC03CA114 , 08/13/2003 , VMC , Non-Fatal , Substantial ,1231
 CHI03LA260 , 08/13/2003 , VMC , Non-Fatal , Substantial ,77400
 SEA03FA169 , 08/13/2003 , VMC , Non-Fatal , Substantial ,51856
 CHI03LA263 , 08/13/2003 , VMC , Fatal(1) , Destroyed ,63078
 ATL03IA126 , 08/13/2003 , VMC , Incident , Minor ,109982
 CHI03FA259 , 08/13/2003 , VMC , Fatal(3) , Substantial ,101629
 SEA03LA168 , 08/12/2003 , VMC , Non-Fatal , Substantial ,120522
 LAX03WA278 , 08/12/2003 ,  , Non-Fatal , Substantial ,62471
 LAX03WA281 , 08/11/2003 ,  , Fatal(1) , Destroyed ,89933
 SEA03LA167 , 08/11/2003 , VMC , Non-Fatal , Substantial ,76883
 LAX03LA256 , 08/11/2003 , VMC , Non-Fatal , Substantial ,14161
 CHI03LA313 , 08/11/2003 , VMC , Non-Fatal ,  ,123429
 MIA03LA160 , 08/10/2003 , VMC , Non-Fatal , Substantial ,48116
 CHI03LA256 , 08/10/2003 , VMC , Non-Fatal , Destroyed ,33030
 CHI03LA253 , 08/10/2003 , VMC , Non-Fatal , Substantial ,16912
 MIA03LA169 , 08/10/2003 , VMC , Non-Fatal , Substantial ,15196
 ANC03LA093 , 08/10/2003 , VMC , Non-Fatal , Substantial ,34521
 CHI03LA254 , 08/10/2003 , VMC , Non-Fatal , Substantial ,25855
 CHI03IA257 , 08/09/2003 , VMC , Incident ,  ,125448
 LAX03LA255 , 08/09/2003 , VMC , Non-Fatal , Substantial ,17978
 CHI03LA258 , 08/09/2003 , VMC , Non-Fatal , Substantial ,63240
 SEA03LA166 , 08/09/2003 , VMC , Non-Fatal , Substantial ,49158
 FTW03WA193 , 08/09/2003 , VMC , Fatal(2) , Destroyed ,122438
 ENG04RA001 , 08/09/2003 ,  , Incident ,  ,101455
 ANC03FA094 , 08/08/2003 , VMC , Fatal(3) , Destroyed ,88967
 ANC03LA091 , 08/08/2003 , VMC , Non-Fatal , Substantial ,13200
 CHI03FA251 , 08/08/2003 , VMC , Fatal(1) , Destroyed ,100774
 IAD03FA070 , 08/08/2003 , IMC , Fatal(2) , Destroyed ,13827
 CHI03LA252 , 08/08/2003 , VMC , Non-Fatal , Substantial ,16963
 LAX03FA254 , 08/08/2003 , VMC , Fatal(1) , Destroyed ,92543
 MIA03WA161 , 08/08/2003 , VMC , Non-Fatal , Substantial ,40463
 SEA03LA163 , 08/07/2003 , VMC , Non-Fatal , Destroyed ,111794
 ANC03LA104 , 08/07/2003 , VMC , Non-Fatal , Substantial ,116708
 DEN03LA143 , 08/07/2003 , VMC , Non-Fatal , Substantial ,83482
 FTW03LA192 , 08/07/2003 , VMC , Non-Fatal , Destroyed ,67726
 DEN03LA142 , 08/07/2003 , IMC , Non-Fatal ,  ,65363
 DEN03LA141 , 08/07/2003 , VMC , Non-Fatal , Substantial ,5402
 DEN03LA145 , 08/07/2003 , VMC , Non-Fatal , Substantial ,84961
 ANC03LA092 , 08/07/2003 , VMC , Non-Fatal , Substantial ,35685
 MIA03CA158 , 08/07/2003 , VMC , Non-Fatal , Substantial ,44713
 ANC03CA089 , 08/06/2003 , VMC , Non-Fatal , Substantial ,86692
 ANC03CA090 , 08/06/2003 , VMC , Non-Fatal , Substantial ,107249
 FTW03LA195 , 08/06/2003 , VMC , Non-Fatal , Minor ,65293
 NYC03FA176 , 08/06/2003 , IMC , Fatal(1) , Substantial ,56238
 DEN03LA139 , 08/06/2003 , VMC , Non-Fatal , Substantial ,97873
 DEN03LA140 , 08/06/2003 , VMC , Non-Fatal , Substantial ,51355
 CHI03LA247 , 08/06/2003 , VMC , Non-Fatal , Substantial ,97222
 CHI03LA249 , 08/06/2003 , VMC , Non-Fatal , Substantial ,74203
 CHI03FA246 , 08/05/2003 , IMC , Fatal(1) , Destroyed ,67745
 MIA03IA157 , 08/05/2003 , VMC , Incident ,  ,6816
 LAX03LA253 , 08/05/2003 , VMC , Non-Fatal , Substantial ,127325
 DEN03FA137 , 08/05/2003 , VMC , Fatal(1) , Destroyed ,86364
 ATL03LA123 , 08/04/2003 , VMC , Non-Fatal , Substantial ,43080
 DEN03FA138 , 08/04/2003 , VMC , Fatal(1) , Destroyed ,95068
 NYC03FA173 , 08/04/2003 , VMC , Fatal(2) , Destroyed ,59380
 CHI03LA255 , 08/04/2003 , VMC , Non-Fatal , Substantial ,93755
 MIA03LA155 , 08/03/2003 , VMC , Non-Fatal ,  ,60895
 CHI03LA250 , 08/03/2003 , VMC , Non-Fatal , Substantial ,102270
 CHI03LA241 , 08/03/2003 , VMC , Fatal(1) , Destroyed ,81990
 MIA03WA156 , 08/03/2003 , VMC , Fatal(1) , Destroyed ,82659
 CHI03LA240 , 08/02/2003 , VMC , Non-Fatal , Substantial ,27721
 CHI03LA243 , 08/02/2003 , VMC , Non-Fatal , Substantial ,62023
 FTW03LA191 , 08/02/2003 , VMC , Non-Fatal , Substantial ,16273
 CHI03LA244 , 08/02/2003 , VMC , Non-Fatal , Substantial ,82505
 CHI03FA239 , 08/02/2003 , VMC , Non-Fatal , Substantial ,59810
 CHI03LA245 , 08/02/2003 , VMC , Non-Fatal , Substantial ,87183
 CHI03LA242 , 08/02/2003 , IMC , Fatal(1) , Destroyed ,1235
 MIA03LA154 , 08/02/2003 , VMC , Non-Fatal , Substantial ,70809
 FTW03LA198 , 08/02/2003 , VMC , Non-Fatal , Substantial ,34649
 IAD03FA069 , 08/02/2003 , IMC , Fatal(2) , Destroyed ,100677
 NYC03LA172 , 08/02/2003 , VMC , Non-Fatal , Substantial ,54370
 ATL03LA124 , 08/01/2003 , VMC , Non-Fatal , Substantial ,106870
 ANC03LA087 , 08/01/2003 , VMC , Non-Fatal , Substantial ,43356
 CHI03FA238A , 08/01/2003 , VMC , Non-Fatal , Substantial ,57536
 CHI03FA238B , 08/01/2003 , VMC , Non-Fatal , Substantial ,54790
 NYC03WA174 , 08/01/2003 ,  , Fatal(1) , Substantial ,74976
 ANC03CA078 , 07/31/2003 , VMC , Non-Fatal , Substantial ,11490
 LAX03CA249 , 07/31/2003 , VMC , Non-Fatal , Substantial ,25247
 NYC03LA175 , 07/31/2003 , VMC , Non-Fatal , Substantial ,50890
 LAX03LA251 , 07/31/2003 , VMC , Non-Fatal , Substantial ,809
 ANC03LA085 , 07/31/2003 , VMC , Non-Fatal , Substantial ,23421
 NYC03LA171 , 07/31/2003 , VMC , Fatal(1) , Substantial ,8694
 FTW03TA190 , 07/30/2003 , VMC , Non-Fatal , Substantial ,94911
 LAX03IA252 , 07/30/2003 , VMC , Incident ,  ,41201
 MIA03TA152 , 07/30/2003 , VMC , Non-Fatal , Substantial ,36134
 ATL03LA122 , 07/30/2003 , VMC , Non-Fatal , Substantial ,19704
 ATL03LA121 , 07/30/2003 , VMC , Non-Fatal , Substantial ,111903
 LAX03CA250 , 07/30/2003 , VMC , Non-Fatal , Substantial ,10266
 NYC03CA170 , 07/30/2003 , VMC , Non-Fatal , Substantial ,88213
 SEA03LA160 , 07/29/2003 , VMC , Non-Fatal , Substantial ,53037
 CHI03FA234 , 07/29/2003 , VMC , Non-Fatal , Substantial ,109805
 CHI03LA231 , 07/29/2003 , VMC , Non-Fatal , Substantial ,11780
 CHI03LA235 , 07/29/2003 , VMC , Non-Fatal , Substantial ,75245
 CHI03LA233 , 07/29/2003 , VMC , Non-Fatal , Destroyed ,100669
 ANC03LA086 , 07/29/2003 , VMC , Non-Fatal , Substantial ,100191
 CHI03LA178 , 07/28/2003 , VMC , Non-Fatal , Substantial ,46033
 SEA03LA157 , 07/28/2003 , VMC , Fatal(1) , Substantial ,7203
 CHI03LA232 , 07/28/2003 , VMC , Non-Fatal , Substantial ,112455
 MIA03LA150 , 07/28/2003 , VMC , Fatal(1) , Substantial ,108624
 SEA03LA158 , 07/28/2003 , VMC , Non-Fatal , Substantial ,110210
 CHI03LA227 , 07/27/2003 , VMC , Fatal(1) , Destroyed ,68819
 LAX03LA245 , 07/27/2003 , VMC , Non-Fatal , Substantial ,53505
 SEA03CA155 , 07/27/2003 , VMC , Non-Fatal , Substantial ,65998
 LAX03CA257 , 07/26/2003 , VMC , Non-Fatal , Substantial ,91268
 CHI03LA226 , 07/26/2003 , VMC , Non-Fatal , Substantial ,38791
 NYC03LA168 , 07/26/2003 , VMC , Non-Fatal , Substantial ,16110
 DEN03FA136 , 07/26/2003 , VMC , Fatal(4) , Destroyed ,115042
 SEA03LA154 , 07/26/2003 , VMC , Non-Fatal , Substantial ,69560
 LAX03GA244 , 07/26/2003 , VMC , Fatal(2) , Destroyed ,670
 SEA03GA153 , 07/25/2003 , VMC , Fatal(1) , Destroyed ,117722
 CHI03LA228 , 07/25/2003 , VMC , Non-Fatal , Substantial ,76662
 CHI03LA229 , 07/25/2003 , VMC , Non-Fatal , Substantial ,88227
 CHI03LA225 , 07/25/2003 , VMC , Non-Fatal , Substantial ,11288
 ATL03LA120 , 07/25/2003 , VMC , Non-Fatal , Substantial ,60817
 MIA03LA149 , 07/25/2003 , VMC , Non-Fatal , Substantial ,56261
 NYC03LA166 , 07/25/2003 , VMC , Non-Fatal , Substantial ,45962
 NYC03CA167 , 07/25/2003 , VMC , Non-Fatal , Substantial ,62093
 MIA03CA151 , 07/25/2003 , VMC , Non-Fatal , Substantial ,27387
 MIA03CA148 , 07/25/2003 , VMC , Non-Fatal , Substantial ,122695
 IAD03CA068 , 07/25/2003 , VMC , Non-Fatal , Destroyed ,53308
 NYC03LA165 , 07/24/2003 , VMC , Non-Fatal , Substantial ,72210
 CHI03LA230 , 07/24/2003 , VMC , Non-Fatal , Substantial ,70203
 CHI03LA223 , 07/24/2003 , VMC , Non-Fatal , Substantial ,67351
 SEA03LA151 , 07/24/2003 , VMC , Non-Fatal , Substantial ,97219
 SEA03LA156 , 07/24/2003 , VMC , Non-Fatal , Substantial ,49431
 LAX03LA243 , 07/24/2003 , VMC , Non-Fatal , Substantial ,14616
 LAX03FA241 , 07/23/2003 , IMC , Fatal(5) , Destroyed ,39569
 CHI03LA220 , 07/23/2003 , VMC , Non-Fatal , Substantial ,127928
 LAX03LA242 , 07/23/2003 , VMC , Non-Fatal , Substantial ,43315
 CHI03LA224 , 07/23/2003 , VMC , Non-Fatal ,  ,12528
 SEA03LA149 , 07/23/2003 , VMC , Non-Fatal , Substantial ,98540
 MIA03WA159 , 07/23/2003 , IMC , Fatal(1) , Substantial ,48653
 NYC03CA169 , 07/22/2003 , VMC , Non-Fatal ,  ,58811
 SEA03FA147 , 07/22/2003 , VMC , Non-Fatal , Substantial ,126475
 DEN03LA135 , 07/22/2003 , VMC , Non-Fatal , Substantial ,58431
 SEA03FA148 , 07/22/2003 , VMC , Fatal(1) , Destroyed ,27923
 LAX03LA240 , 07/22/2003 , VMC , Non-Fatal , Substantial ,20867
 LAX03LA239 , 07/22/2003 , VMC , Non-Fatal , Substantial ,56603
 NYC03FA164 , 07/22/2003 , VMC , Fatal(1) , Destroyed ,125463
 SEA03LA146 , 07/21/2003 , VMC , Non-Fatal , Substantial ,18167
 CHI03LA221 , 07/21/2003 , VMC , Non-Fatal , Substantial ,125523
 CHI03FA219 , 07/21/2003 , VMC , Fatal(1) , Destroyed ,33573
 SEA03LA152 , 07/21/2003 , VMC , Non-Fatal , Substantial ,94560
 ANC03LA082 , 07/21/2003 , VMC , Non-Fatal , Substantial ,60138
 ANC03LA084 , 07/21/2003 , VMC , Non-Fatal , Minor ,63881
 ANC03CA081 , 07/21/2003 , VMC , Non-Fatal , Substantial ,59866
 SEA03WA159 , 07/21/2003 , VMC , Non-Fatal , Substantial ,64322
 LAX03CA247 , 07/20/2003 , VMC , Non-Fatal , Substantial ,11959
 SEA03CA144 , 07/20/2003 , VMC , Non-Fatal , Substantial ,77451
 ANC03LA083 , 07/20/2003 , VMC , Non-Fatal , Substantial ,61809
 MIA03LA145 , 07/20/2003 , VMC , Non-Fatal , Substantial ,104804
 CHI03FA218 , 07/20/2003 , VMC , Non-Fatal , Substantial ,95377
 CHI03LA217 , 07/20/2003 , VMC , Non-Fatal , Substantial ,51
 NYC03LA163 , 07/20/2003 , VMC , Non-Fatal , Substantial ,100575
 IAD03LA066 , 07/20/2003 , VMC , Non-Fatal , Destroyed ,696
 LAX03LA238 , 07/20/2003 , VMC , Non-Fatal , Destroyed ,121066
 LAX03LA237 , 07/20/2003 , VMC , Fatal(1) , Destroyed ,30209
 MIA03LA143 , 07/20/2003 , VMC , Non-Fatal , Substantial ,96749
 MIA03LA146 , 07/20/2003 , VMC , Fatal(1) , Destroyed ,25112
 LAX03LA236 , 07/20/2003 , VMC , Non-Fatal , Substantial ,129844
 LAX03LA217 , 07/19/2003 , VMC , Non-Fatal , Substantial ,119417
 NYC03FA162 , 07/19/2003 , VMC , Fatal(1) , Substantial ,97768
 DEN03FA133 , 07/19/2003 , VMC , Fatal(3) , Destroyed ,104514
 SEA03LA150 , 07/19/2003 , VMC , Non-Fatal , Substantial ,45575
 ATL03LA118 , 07/19/2003 , VMC , Non-Fatal , Substantial ,117794
 CHI03LA222 , 07/19/2003 , VMC , Non-Fatal , Substantial ,45087
 WAS03WA017 , 07/19/2003 , VMC , Fatal(3) , Destroyed ,62008
 WAS03RA016 , 07/19/2003 , IMC , Fatal(14) , Destroyed ,22242
 MIA03WA147 , 07/18/2003 , VMC , Fatal(1) , Destroyed ,49516
 CHI03LA216 , 07/18/2003 , VMC , Fatal(1) , Destroyed ,70620
 DEN03LA134 , 07/18/2003 , VMC , Non-Fatal , Substantial ,110117
 MIA03LA144A , 07/18/2003 , VMC , Non-Fatal , Substantial ,43358
 MIA03LA144B , 07/18/2003 , VMC , Non-Fatal , Substantial ,77853
 FTW03LA189 , 07/18/2003 , VMC , Non-Fatal , Substantial ,18198
 MIA03LA189 , 07/18/2003 , VMC , Non-Fatal , Substantial ,34629
 FTW03LA188 , 07/18/2003 , VMC , Non-Fatal , Substantial ,60871
 SEA03LA164 , 07/17/2003 , VMC , Non-Fatal , Substantial ,65792
 NYC03FA161 , 07/17/2003 , VMC , Fatal(1) , Destroyed ,84462
 SEA03FA143 , 07/17/2003 , VMC , Fatal(1) , Destroyed ,102081
 CHI03LA214 , 07/17/2003 , VMC , Non-Fatal , Destroyed ,10531
 LAX03LA235 , 07/17/2003 , VMC , Non-Fatal , Substantial ,35660
 DEN03LA132 , 07/17/2003 , VMC , Non-Fatal , Substantial ,117341
 CHI03LA237 , 07/17/2003 , VMC , Non-Fatal ,  ,127077
 SEA03CA162 , 07/17/2003 , VMC , Non-Fatal , Substantial ,56130
 ANC03CA080 , 07/17/2003 , VMC , Non-Fatal , Substantial ,4259
 DCA03WA055 , 07/17/2003 ,  , Incident , Minor ,17671
 DCA03WA045 , 07/16/2003 ,  , Fatal(2) , Destroyed ,117626
 SEA03CA138 , 07/16/2003 , VMC , Non-Fatal , Substantial ,49337
 SEA03LA141 , 07/16/2003 , VMC , Non-Fatal , Substantial ,62173
 ATL03LA109 , 07/16/2003 , VMC , Non-Fatal , Substantial ,55102
 FTW03LA187 , 07/16/2003 , VMC , Non-Fatal , Substantial ,30564
 CHI03LA213 , 07/16/2003 , VMC , Fatal(1) , Destroyed ,76031
 CHI03LA215 , 07/16/2003 , VMC , Non-Fatal , Substantial ,42728
 DEN03LA130A , 07/16/2003 , VMC , Non-Fatal , Substantial ,106910
 DEN03LA130B , 07/16/2003 , VMC , Non-Fatal ,  ,14885
 SEA03LA145 , 07/16/2003 , VMC , Non-Fatal , Substantial ,70356
 CHI03LA279 , 07/16/2003 , VMC , Non-Fatal , Substantial ,19259
 SEA03LA140 , 07/15/2003 , VMC , Non-Fatal , Substantial ,85740
 CHI03LA210 , 07/15/2003 , VMC , Non-Fatal , Destroyed ,95112
 IAD03CA065 , 07/15/2003 , VMC , Non-Fatal , Substantial ,106055
 CHI03LA174 , 07/14/2003 , VMC , Non-Fatal , Substantial ,62808
 DEN03LA128 , 07/14/2003 , VMC , Fatal(1) , Destroyed ,31649
 ANC03LA079 , 07/14/2003 , VMC , Non-Fatal , Substantial ,11597
 LAX03TA233 , 07/14/2003 , VMC , Non-Fatal , Substantial ,81077
 NYC03LA158 , 07/14/2003 , VMC , Non-Fatal , Substantial ,108075
 CHI03LA212 , 07/14/2003 , VMC , Non-Fatal , Substantial ,92560
 CHI03LA206 , 07/13/2003 , VMC , Non-Fatal , Substantial ,59909
 MIA03FA141 , 07/13/2003 , VMC , Fatal(2) , Substantial ,58633
 LAX03CA246 , 07/13/2003 , VMC , Non-Fatal , Substantial ,29532
 NYC03CA157 , 07/13/2003 , VMC , Non-Fatal , Substantial ,37917
 ANC03LA076 , 07/13/2003 , VMC , Fatal(4) , Destroyed ,89598
 WAS03WA014 , 07/13/2003 ,  , Fatal(4) , Destroyed ,96151
 NYC03CA156 , 07/12/2003 , VMC , Non-Fatal , Substantial ,18580
 ANC03CA077 , 07/12/2003 , VMC , Non-Fatal , Substantial ,47897
 SEA03LA136 , 07/12/2003 , VMC , Non-Fatal , Substantial ,84156
 SEA03LA135 , 07/12/2003 , VMC , Non-Fatal , Substantial ,116790
 IAD03LA063 , 07/12/2003 , VMC , Non-Fatal , Destroyed ,119967
 LAX03LA234 , 07/12/2003 , VMC , Non-Fatal , Substantial ,80403
 LAX03FA232 , 07/12/2003 , VMC , Non-Fatal , Destroyed ,99878
 LAX03LA231 , 07/12/2003 , VMC , Non-Fatal , Substantial ,307
 SEA03LA137 , 07/12/2003 , VMC , Non-Fatal , Substantial ,68240
 ANC03FA075 , 07/11/2003 , VMC , Fatal(1) , Substantial ,59116
 SEA03LA134 , 07/11/2003 , VMC , Non-Fatal , Substantial ,108348
 DEN03LA126 , 07/11/2003 , VMC , Non-Fatal , Substantial ,42733
 IAD03LA064 , 07/11/2003 , VMC , Non-Fatal , Substantial ,2333
 CHI03IA207 , 07/11/2003 , VMC , Incident , Minor ,53639
 SEA03WA139 , 07/11/2003 , VMC , Fatal(3) , Substantial ,36573
 ENG04WA019 , 07/11/2003 ,  , Fatal(3) , Destroyed ,116072
 MIA03WA142 , 07/10/2003 , IMC , Fatal(3) , Destroyed ,80863
 LAX03CA248 , 07/10/2003 , VMC , Non-Fatal , Substantial ,41723
 DEN03FA125 , 07/10/2003 , VMC , Fatal(2) , Destroyed ,61277
 SEA03LA132 , 07/10/2003 , VMC , Non-Fatal , Substantial ,94580
 DEN03LA129 , 07/10/2003 , VMC , Non-Fatal , Substantial ,48121
 LAX03LA230 , 07/10/2003 , VMC , Non-Fatal , Substantial ,70638
 NYC03LA155 , 07/09/2003 , VMC , Non-Fatal , Substantial ,21017
 ANC03TA072 , 07/09/2003 , VMC , Non-Fatal , Substantial ,50068
 ANC03LA073 , 07/09/2003 , VMC , Non-Fatal , Substantial ,57545
 SEA03LA131 , 07/09/2003 , VMC , Non-Fatal , Substantial ,54642
 FTW03FA184 , 07/09/2003 , VMC , Fatal(2) , Destroyed ,74053
 CHI03LA205 , 07/09/2003 , VMC , Non-Fatal , Substantial ,55128
 CHI03LA204 , 07/09/2003 , VMC , Non-Fatal , Substantial ,1851
 ANC03LA071 , 07/09/2003 , VMC , Non-Fatal ,  ,13236
 WAS03RA019 , 07/08/2003 , IMC , Fatal(115) , Destroyed ,37818
 FTW03WA185 , 07/08/2003 , VMC , Non-Fatal , Substantial ,67154
 CHI03FA202 , 07/08/2003 , VMC , Fatal(1) , Destroyed ,34638
 FTW03FA182 , 07/08/2003 , VMC , Fatal(2) , Destroyed ,90265
 DEN03LA124 , 07/08/2003 , VMC , Non-Fatal , Substantial ,4204
 FTW03LA186 , 07/08/2003 , VMC , Non-Fatal , Substantial ,76773
 NYC03LA154 , 07/07/2003 , VMC , Non-Fatal , Substantial ,94914
 ANC03LA074 , 07/07/2003 , VMC , Non-Fatal , Substantial ,63271
 NYC03FA153 , 07/07/2003 , VMC , Fatal(3) , Substantial ,13767
 LAX03TA229 , 07/07/2003 , VMC , Non-Fatal , Substantial ,54382
 ANC03LA070 , 07/07/2003 , VMC , Non-Fatal , Substantial ,98274
